"x","freq"
"x3",6
"X3",4
"XBOX",1
"XXX",1
"Y",1
"Yahoo",2
"YouTuber",1
"Yueh",5
"ㄟ",1
"一人",2
"一下",8
"一口氣",1
"一支",1
"一月份",3
"一毛錢",1
"一出",1
"一卡通",11
"一句",4
"一目瞭然",1
"一份",1
"一同",1
"一年",14
"一早",1
"一次",4
"一百",1
"一位",2
"一步",1
"一些",6
"一兩",1
"一季",1
"一定",8
"一房",1
"一直",2
"一客",1
"一律",1
"一段",2
"一面倒",1
"一個月",3
"一哩",3
"一般來說",1
"一起",3
"一隻",1
"一堆",1
"一張",27
"一提",1
"一期",1
"一筆",7
"一項",2
"一塊",1
"一號",1
"一頓",1
"一種",7
"一銀",2
"一模一樣",1
"一篇",1
"一趟",1
"一點",10
"一點點",1
"一覽",1
"一覽表",1
"乙",2
"乙次",1
"七隻",1
"九陽",3
"了嗎",2
"了解",6
"二來",3
"人",35
"人工",2
"人員",2
"人會說",1
"人稱",1
"人辦",1
"入手",5
"八月",1
"力氣",1
"十分",4
"十字",1
"十足",1
"三大",2
"三合一",1
"三年",1
"三把",1
"三個",2
"三選",1
"上午",1
"上方",1
"上半年",1
"上市",4
"上述",4
"上限",109
"上面",2
"上個月",1
"上海",16
"上班族",1
"上週",1
"上傳",4
"上會",1
"上網",1
"上還",1
"上難",1
"上霧面",1
"下",12
"下巴",1
"下半年",9
"下去",3
"下列",1
"下次",1
"下述",1
"下面",3
"下期",2
"下滑",1
"下載",3
"下圖",1
"丸",1
"丸井",2
"久",1
"也略贏",1
"也就是說",2
"也僅",1
"也當",1
"凡",1
"凡於",1
"千元",2
"千點",2
"口袋",1
"土地銀行",7
"土銀",1
"大三",1
"大小",2
"大中華",1
"大戶",56
"大方",1
"大同小異",1
"大多數",3
"大於",1
"大洋洲",1
"大風",1
"大哥大",4
"大家族",1
"大眾",1
"大都會",1
"大陸",1
"大喊",1
"大幅",1
"大筆",1
"大超商",1
"大學",3
"大戲院",1
"大獲",1
"大額",3
"小",18
"小七買",1
"小小",5
"小心",1
"小白",2
"小字",1
"小米",1
"小東西",1
"小金剛",2
"小時",2
"小資",14
"小編",49
"工本費",2
"工作",3
"已",18
"已久",1
"已降",1
"已破",1
"不一",1
"不大一樣",1
"不小",1
"不予",1
"不分",1
"不太",1
"不可",1
"不用",7
"不划算",1
"不同於",1
"不在",1
"不多",2
"不好",1
"不低",1
"不含",4
"不足",3
"不到",3
"不定期",2
"不便",2
"不高",2
"不無小補",1
"不等",1
"不想",1
"不算",1
"不算什麼",1
"不適",1
"不錯",11
"不斷",1
"不離手",1
"不難看出",1
"不續卡",1
"中",10
"中心",1
"中日韓",2
"中旬",1
"中亞",1
"中信",8
"中毒者",1
"中國",2
"中國信託",12
"中規中矩",1
"中華",9
"中間",1
"中階卡",1
"中算",1
"中獎",1
"之下",2
"之外",3
"之次",1
"之行",1
"之前",2
"之後",3
"之圈友",1
"之餘",1
"予正",1
"五個",1
"井",1
"仁",1
"今",1
"今天",4
"今日",1
"今年",9
"今年年底",1
"介面",3
"介紹",16
"元",123
"元大",7
"元及",1
"元且",1
"元享",2
"元起",1
"元進",1
"元集",1
"元新戶",1
"元贈",2
"內心",1
"內未",1
"內在",1
"內含",2
"內刷",1
"內要",1
"內容",2
"公升",2
"公司",5
"公用",1
"公共",2
"公佈",1
"公告",3
"公定價",1
"公務人員",1
"六月",1
"六百",1
"分",1
"分成",1
"分行",6
"分別",4
"分享",16
"分開",2
"分鐘",2
"勾選",1
"化享",1
"升",3
"升級",12
"升級成",1
"午休",1
"及台",1
"友",1
"友線",1
"反光",1
"天",9
"天內",16
"天天",2
"天任",1
"天抵",1
"天藍",1
"天藍色",1
"太",3
"太大",2
"太少",1
"太多",1
"太多要",1
"太陽",1
"太醜",2
"少",2
"少女",1
"少換",1
"尤其",2
"巴西",1
"引起",5
"引發",1
"心",1
"心動",1
"心得",22
"心想",1
"心靈",1
"戶",10
"戶辦",3
"戶頭",1
"手",3
"手刀",1
"手上",2
"手持",1
"手機",5
"手環",1
"手禮",1
"手繪",1
"手續費",33
"支",1
"支付",26
"支付卡",1
"支援",2
"文",1
"文件",3
"文章",2
"文章內容",1
"方向",1
"方式",22
"方法",2
"方便",9
"方面",2
"方案",3
"日",23
"日內",1
"日止",1
"日本",29
"日前",1
"日為",2
"日神",1
"日起",2
"日常生活",1
"日期",1
"日圓",1
"日會",1
"日幣",2
"日線",1
"日韓",8
"月",67
"月份",5
"月初",1
"月底",7
"月間",1
"月薪",1
"止",2
"比一比",1
"比不上",1
"比方說",1
"比例",2
"比率",2
"比換",1
"比較",43
"火力",1
"牛排",1
"王品",4
"王道",16
"世界",4
"主",2
"主打",17
"主要",6
"主動",2
"主場",3
"主機",1
"主題",14
"主題卡",5
"仔細",2
"他行",1
"付",3
"付款",4
"付等",1
"代",2
"代收",1
"代表",2
"代表性",1
"代買",1
"代購",3
"令人",1
"以上",29
"以下",21
"以下內容",1
"以台",1
"以外",6
"以正卡人",1
"以往",2
"以前",6
"以原",1
"以買",1
"出示",1
"出門",1
"出國",22
"出國前",1
"出帳",3
"出現",2
"出擊",1
"功能",27
"加",2
"加入",7
"加收",1
"加到",1
"加油",10
"加映",1
"加倍",1
"加值",21
"加溫",1
"加碼",82
"加辦",6
"加辦唷",1
"加贈",2
"包",3
"包含",18
"包括",1
"包圍住",1
"包覆",1
"半年",6
"半個",1
"卡",346
"卡一",1
"卡上",1
"卡中",1
"卡之新戶",1
"卡友",7
"卡友們",1
"卡文",7
"卡比",3
"卡片",130
"卡加",4
"卡正卡且",2
"卡同",1
"卡多",1
"卡年費",3
"卡有",3
"卡免",2
"卡別",3
"卡並",1
"卡享",1
"卡來",1
"卡板",1
"卡則",2
"卡哇伊",1
"卡後要",1
"卡持卡",1
"卡是",6
"卡為",2
"卡要",2
"卡面",44
"卡首",1
"卡首刷",1
"卡哦",1
"卡弱",2
"卡拿首",1
"卡時",1
"卡消費",3
"卡能",1
"卡高",1
"卡通",3
"卡買",1
"卡費",1
"卡號",5
"卡達",1
"卡種則",1
"卡優",20
"去年",4
"去年底",2
"另存",1
"只",17
"只好",1
"只到",1
"只能",4
"只會",1
"只聞",1
"叫外賣",1
"叫號",2
"叮嚀",1
"可兌換",1
"可免",3
"可享",5
"可於",1
"可得",4
"可惜",1
"可惡",1
"可換",1
"可愛",5
"可說是",1
"台",13
"台北",22
"台亞",1
"台新",14
"台幣",7
"台灣",8
"台灣虎航",1
"右下方",1
"右下角",1
"右邊",1
"四大",3
"四五趟",1
"四支",2
"四輪",1
"外",15
"外流",1
"外送",1
"外商",2
"外幣",8
"失卡",1
"左上角",1
"左方",1
"左右",1
"巨蛋",2
"市面上",2
"市區",2
"市場",22
"市集",3
"市價",1
"平日",8
"平台",2
"平平",1
"平安保險",1
"平安險",6
"平均",4
"平常",4
"必看",1
"必帶",1
"必備",1
"打工",1
"打折",1
"打得火熱",1
"打造",1
"打開",1
"未",10
"未來",2
"未曾",2
"未達",2
"未滿",1
"本文",2
"本卡",2
"本篇",1
"正",3
"正中間",1
"正反兩面",1
"正卡",5
"正卡且",2
"正卡刷",1
"正卡者",2
"正卡續",3
"正向",1
"正式",1
"正附",1
"正面",3
"正常",1
"民國",1
"永豐",47
"玉山",76
"生日",14
"生活",8
"生活費",1
"生效",1
"用不上",2
"用戶",6
"用於",1
"用法",2
"用是",1
"用哩程",1
"用途",3
"申請",43
"申請書",1
"申辦",108
"白卡",1
"白色",1
"白狗",2
"白金卡",7
"白銀",1
"皮夾",1
"目前",29
"目標",1
"石",2
"立即",17
"交代",1
"交易",28
"交易方式",1
"交通",1
"交通工具",2
"交通費",1
"交給",2
"亦",1
"件事",2
"任一",6
"任刷",1
"任務",6
"份",3
"企業",1
"企鵝",1
"休閒",1
"兆豐",10
"兆豐銀",5
"先",12
"先生",20
"先刷",1
"先直",1
"先前",3
"先看",1
"先將",1
"先替",1
"先辦",4
"先贏",1
"光波",1
"光速",2
"光線",1
"全",7
"全方位",1
"全日空",1
"全台",7
"全民",1
"全面",1
"全家",4
"全國",1
"全球",4
"全部",5
"全部都是",1
"全新",9
"共用",1
"共有",1
"共享",1
"再",20
"再用",1
"再次",1
"再享",5
"再來",3
"再於",1
"再度",1
"划算",7
"列",1
"列入",3
"列出",5
"列印",1
"列於",1
"列表",2
"印卡友",2
"印有",1
"印度",2
"印紙",1
"印象",1
"印鑑",5
"吃",2
"吃喝",1
"吃喝玩樂",1
"各人",1
"各大",4
"各方",1
"各地",1
"各有不同",1
"各省",1
"各家",6
"各張",1
"各期",3
"各項",3
"合",1
"合作",5
"合作金庫",5
"合併",6
"合計",5
"合庫",3
"合適",1
"吉祥物",7
"吉隆坡",1
"吋",5
"同行",2
"同事",2
"同場",1
"同期",1
"同樣",4
"同學",2
"名",6
"名列前茅",2
"名單",1
"名稱",7
"名額",3
"回",1
"回收",2
"回來",1
"回到",1
"回報",1
"回想",1
"回饋",296
"在外",1
"在於",2
"在家",1
"在問",1
"在意",2
"在線",1
"在職",1
"地方",2
"地區",2
"地點",3
"多芬",8
"多省",2
"多家",3
"多神",1
"多組",1
"多項",1
"多種",1
"多數",1
"多餘",1
"好",28
"好友",2
"好卡",1
"好用",4
"好吃",1
"好好",1
"好看",1
"好康",1
"好處",1
"好幾個",1
"好評",2
"好像",2
"好辦",1
"好禮",3
"好禮一",2
"好禮二",2
"好禮三",1
"好禮四",1
"如手",1
"如同",1
"如健",1
"字",1
"存",1
"存入",1
"存戶",2
"存在",1
"存款",8
"存摺",2
"宅",1
"安心",1
"安全",2
"安排",1
"年",68
"年收",2
"年收入",1
"年利率",9
"年初",2
"年底",6
"年度",8
"年息",2
"年費",37
"年滿",2
"年輕人",1
"年頭",1
"年薪",1
"式",1
"成",2
"成功",18
"成為",4
"成偽卡",1
"成績",1
"扣",1
"扣除",2
"扣掉",3
"扣款",10
"扣繳",8
"扣繳憑單",4
"收",3
"收入",4
"收到",9
"收費",1
"收需",1
"收藏",3
"早已",1
"早鳥",2
"早就",1
"早餐",2
"有用",1
"有多神",1
"有次",1
"有免",2
"有沒有",2
"有刷",1
"有限",3
"有效",10
"有效率",1
"有效期限",2
"有時候",2
"有給",1
"有感",4
"有當",1
"有過",1
"有線",1
"有趣",1
"有錢",1
"有賺",1
"有點",1
"次",20
"次下",1
"次不限",1
"次年",8
"次次",1
"次期",1
"次數",5
"次贈",3
"此卡",1
"此時",1
"灰色",1
"百分率",3
"百位",1
"百貨",8
"百萬",1
"百萬名",1
"羽田機場",1
"老牌",2
"考量",1
"考慮",6
"而今",1
"而卡",1
"而來",1
"而定",4
"而要",1
"自由",1
"自助",2
"自動",32
"自然人",1
"至上",3
"至少",6
"色",2
"血拼",1
"行",5
"行今",1
"行列",1
"行李",1
"行李箱",5
"行員",4
"行動",27
"行將",2
"行情",3
"行程",1
"伴",1
"位圈友",1
"低",7
"低於",1
"住宿",3
"佔據",1
"何去何從",1
"何其",1
"作廢",1
"兌換",28
"兌換率",1
"兌獎",1
"免",7
"免去",1
"免年費",32
"免除",1
"免稅店",4
"免稅品",2
"免費",21
"兵",4
"兵卡",1
"冷汗",1
"冷凍",3
"判斷",1
"別忘了",1
"利用",2
"利多",3
"利息",4
"利率",37
"即日起",9
"即可",14
"即免",4
"即享",1
"即時",4
"即贈",1
"含",19
"含原",2
"吸引",10
"吸引力",1
"吸睛",1
"吸塵器",1
"吹風機",4
"告訴",1
"困惑",2
"困擾",1
"困難",2
"均須",1
"完",11
"完了",1
"完全",7
"完成",15
"完完全全",1
"完折",1
"完畢",1
"完整",4
"完整性",2
"局則",1
"希望",1
"序號",2
"忍不住",2
"忘",1
"快速",7
"快樂",1
"我哥",1
"我會",2
"我辦",1
"找",2
"找來",1
"把握",2
"投",1
"投資",1
"抗議",1
"折",26
"折扣",6
"折抵",20
"折是",1
"折射出",1
"折起",7
"改成",1
"改版",2
"攻佔",1
"更上一層樓",1
"更上層樓",1
"更好",2
"更是",2
"更高",1
"更將",1
"更勝一籌",1
"更換",1
"更新",10
"材質",4
"步驟",7
"每人",2
"每天",2
"每日",2
"每月",37
"每名",1
"每年",10
"每次",2
"每季",4
"每杯",1
"每個",7
"每張",1
"每期",9
"每筆",11
"每週",1
"每滿",2
"決定",3
"沒什麼",1
"沒收",1
"沒拿到",1
"沒填",1
"沒辦",1
"沖",2
"沖繩",1
"秀",4
"系統",1
"角度",1
"豆漿機",3
"走到",1
"足以",1
"身",2
"身上",1
"身分",1
"身分證",3
"身份",2
"身份證",3
"身為",1
"身懷",1
"身邊",2
"車",2
"車尾燈",1
"車隊",1
"迅速",1
"那一刻",1
"那句",1
"那年",1
"那為",1
"那張",1
"里程",28
"防止",1
"並不",4
"並不低",1
"並以",2
"並多加",1
"並放上",1
"並於",5
"並持",1
"並開啟",1
"並填",1
"事",2
"事半功倍",1
"些",1
"亞洲",10
"亞洲各國",1
"享",68
"享月費",1
"享加",1
"享全品",1
"享好",1
"享有",22
"享免",1
"享利樂活",3
"享券",2
"享受",1
"享首",1
"享線",1
"享續",2
"佳",1
"使用",83
"使用者",2
"來回",6
"來自",1
"來得",2
"來勢洶洶",1
"來源",1
"來說",19
"依序",1
"依然",2
"依稀記得",1
"兩人",1
"兩用",1
"兩件",1
"兩個",2
"兩隻",1
"兩張",4
"兩組",1
"兩款",1
"兩項",1
"兩種",4
"其他人",1
"其他費用",10
"具",1
"具有",1
"具備",1
"初次",1
"初階",3
"到手",1
"到期",7
"刷",39
"刷卡",82
"刷台",1
"刷到",1
"刷滿",3
"刷禮",6
"協助",2
"取決於",1
"取的",1
"取消",2
"取得",3
"取捨",1
"受到",1
"受理",1
"周一",2
"周邊",1
"呼應",1
"命名",1
"和晶",1
"咖",2
"咖啡",11
"咖啡機",1
"固定",3
"固定收入",2
"奇摩",2
"姓名",3
"官",3
"官方",1
"官網",17
"定存",4
"定期",2
"定義",6
"尚",1
"尚未",3
"屈臣氏",1
"帛",1
"幸福",2
"底色",2
"店",2
"店員",3
"店家",2
"延伸",4
"延滯",1
"延誤",2
"延續",1
"往下看",1
"往返",2
"忽略",1
"怕麻煩",1
"性質",2
"房",1
"所有",10
"所謂",2
"抵扣",1
"抵次",1
"抽",2
"抽取",2
"抽起來",1
"抽屜",1
"抽獎",11
"拍",13
"拍照",1
"拍賣",7
"招牌",1
"放上",1
"放大",2
"放在",2
"放到",1
"放款",1
"放寬",1
"明年",1
"明確",1
"朋友",9
"服務",10
"服裝",1
"杯",2
"杯大熱",1
"杯中",1
"東",1
"東西",3
"東京",36
"東南亞",1
"東奧",1
"板上",1
"枕",1
"欣賞",1
"泛用性",1
"注意",12
"注意事項",8
"爸媽",1
"版",3
"版卡",1
"版本",2
"版面",1
"版面設計",1
"物品",2
"狀態",1
"玩法",1
"玫瑰",2
"的人",1
"的心",1
"的強",2
"的繳",1
"直立",1
"直得",1
"直接",28
"知道",5
"知識",1
"社",1
"社會",1
"社群",12
"空間",1
"糾結",1
"花",6
"花掉",1
"花費",5
"花旗",37
"花錢",1
"虎",2
"表",1
"表示",2
"表列",1
"表格",1
"表單",2
"表達出來",1
"迎賓",1
"近年",1
"近期",8
"返現",3
"采",1
"金",34
"金卡",8
"金至",1
"金為",1
"金耶",1
"金限",1
"金將",1
"金將以",1
"金撥入",1
"金融",31
"金額",50
"金額滿",1
"金鑽",1
"長久",2
"長途",1
"長期",1
"長距離",1
"長達",1
"長榮",4
"門市",7
"門票",2
"門檻",30
"附加",3
"附卡",3
"附近",1
"附帶",3
"非",7
"非常低",1
"非常適合",1
"非新卡",1
"亮相",1
"亮面",1
"亮眼",1
"亮銀色",1
"便利",1
"便利商店",1
"便宜",3
"便當",1
"係指",1
"俘虜",1
"保",1
"保卡",1
"保守",1
"保有",1
"保持",2
"保留",2
"保費",5
"保障",1
"信用",20
"信用卡",196
"信託",2
"信箱",1
"冒用",1
"則不",1
"則只",1
"則是",4
"則請",1
"前",50
"前三名",1
"前以",1
"前半年",2
"前往",8
"前述",1
"前面",3
"前辦",1
"勁敵",1
"勇於",1
"卻",2
"卻是",1
"品",1
"品牌",4
"哆",3
"型",1
"契約",1
"威",3
"威力",2
"威秀",5
"客",2
"客戶",1
"客會",1
"宣布",4
"封",1
"封面",1
"帥度",1
"度",8
"度及",1
"建議",17
"很久沒",1
"很紅",1
"很高",1
"很常",1
"很強",1
"很細",1
"很棒",1
"很想",1
"很優",2
"後",49
"後面",1
"後將",1
"後還",1
"後續",1
"急著",1
"拼圖",1
"持",9
"持山",1
"持卡",1
"持卡人",10
"持有",18
"指",1
"指示",1
"指定",60
"指數",1
"指辦",1
"指辦卡",2
"挑",1
"挑色",1
"挑選",1
"既有",3
"星",2
"星巴克",1
"星光",1
"星空",2
"星展",11
"是不是",2
"是將",1
"是從",1
"是晶",1
"某天",1
"查個",1
"查詢",11
"段",1
"段時間",1
"活力",7
"活存",8
"活動",85
"活潑大方",1
"活儲",1
"洽公",1
"派上用場",2
"流出",1
"流行",1
"流動性",1
"流程",9
"流程圖",1
"炫晶",5
"為止",2
"為主",5
"為例",3
"為底",1
"為準",3
"為過",1
"皆",13
"皆有",1
"相比",4
"相同",3
"相信",5
"相當",12
"相當於",6
"相較",6
"相對",5
"相關",7
"省",5
"省下",3
"省錢",6
"看下",1
"看不到",1
"看到",5
"看看",2
"看準",1
"研究",1
"研磨",1
"秒",2
"穿著",1
"突破",1
"突然",1
"紀念",1
"紀念卡",1
"紀念品",1
"紀錄",1
"約",8
"約定",2
"紅",1
"紅包",6
"紅色",4
"紅利",24
"紅利點數",8
"美",1
"美元",1
"美式",2
"美刷",1
"美金",3
"美美",1
"美麗",1
"耶",1
"背包",2
"背面",3
"若有",1
"若於",1
"若將",1
"若達",2
"英文",1
"要用",2
"要求",2
"要辦",3
"訂",2
"訂房",3
"訂房網",2
"訂購",2
"計",1
"計入",1
"計畫",1
"計算",20
"負責人",1
"負擔",1
"趴",1
"迫不及待",1
"重要",6
"重新",1
"重複",1
"重點",2
"重疊",1
"降",4
"降到",1
"限",10
"限制",29
"限定",5
"限於",1
"限時",6
"限量",10
"限量版",3
"限新卡",1
"限領",1
"面",5
"面上",2
"面而",1
"面請",1
"音樂",1
"頁面",2
"風格",3
"風險",3
"飛",5
"飛行",7
"飛往",1
"飛狗卡",4
"飛機",3
"首",8
"首年",17
"首次",6
"首刷",4
"首刷禮",19
"首張",2
"首筆",2
"首選",3
"香草",2
"香港",3
"香檳金",1
"乘以",4
"修",1
"個人消費",1
"個人資料",1
"倍",27
"倍率",1
"倍數",2
"倫敦",1
"值",5
"值高",2
"值得",3
"值得一提",1
"兼",1
"兼顧",1
"剛由",1
"剛剛",2
"原",13
"原子",2
"原本",5
"原先",2
"原有",1
"原始",1
"原則上",2
"原留",2
"原價",1
"哩換",1
"哩程",35
"哩程通",1
"哩程數",2
"哪些地方",1
"哪家",1
"哪張",2
"唷",4
"套",1
"套餐",2
"娛樂",2
"娜",1
"家",2
"家庭主婦",8
"容易",8
"展現",1
"展現出",1
"差",3
"差別",7
"差異",3
"座艙",3
"庫",1
"弱",2
"恩",1
"拿到",19
"拿起",1
"捏",1
"捐款",1
"效率",3
"料理",1
"旅",4
"旅日",1
"旅行",4
"旅行社",5
"旅尊尚",1
"旅費",1
"旅遊",52
"旅館",1
"時",14
"時才",1
"時及",1
"時代",1
"時刷",1
"時尚",1
"時要",1
"時限",1
"時起",1
"時常",1
"時期",2
"時間",17
"書中",1
"書店",1
"校內",1
"核",2
"核卡",25
"核卡日",1
"核卡前",2
"核卡後再",1
"核卡後至次",1
"核卡時",2
"核對",1
"桃",2
"案例",2
"氣宇軒昂",1
"泰",2
"浪漫",1
"浮誇",1
"海內外",2
"海外",98
"海神",5
"消",1
"消息",1
"消費",271
"特",2
"特色",23
"特別",5
"特別注意",1
"特定",4
"特定條件",1
"特店",1
"特性",1
"特殊",3
"特高",1
"特選",2
"特點",2
"珠光",1
"班機",1
"琉",1
"留意",4
"真正",2
"真的",15
"真是",1
"真是太",1
"祕訣",1
"祕魯",1
"神人",1
"神卡",17
"神卡們",1
"租",1
"租車",1
"租借",1
"窄",1
"站",2
"粉",1
"粉絲",2
"紋",1
"紐西蘭",1
"紙本",1
"級距",3
"紛紛",2
"缺少",1
"能力",1
"能用",1
"能免",2
"能否",1
"能換",2
"能線",1
"航",4
"航空",29
"航空公司",12
"航班",3
"航程",1
"航線",1
"茗茶",1
"茶飲",1
"訊息",1
"討論",16
"託付",1
"記帳",6
"記得",6
"記錄",1
"財力",5
"起下",1
"起至",1
"起前",2
"起飛",1
"起息",1
"起將",1
"迴響",1
"追求",1
"追劇",2
"退休",1
"送",24
"配合",2
"配備",1
"配網",1
"酒",1
"酒店",1
"針對",8
"陣子",3
"除享",1
"馬來",1
"高",43
"高一",1
"高且",1
"高出",1
"高於",2
"高度",1
"高效",1
"高得",1
"高達",3
"高額",1
"高鐵",4
"假日",6
"偏愛",1
"做",9
"停卡",2
"停用",2
"停車",8
"健",2
"健保卡",1
"側面",1
"側邊",1
"偷",1
"偷偷",1
"偽裝成",1
"剪卡",1
"剪卡者",1
"動用",1
"動作",2
"動物",1
"動感",1
"務必",3
"區分",1
"區間",1
"參",1
"參加",3
"參考",4
"售價",1
"唯一",4
"商",5
"商店",10
"商品",7
"商城",2
"商家",1
"商旅",5
"商務",13
"商務人士",1
"商圈",1
"商銀",9
"啊啊",1
"問我",2
"問題",6
"啟用",1
"圈",4
"圈友",6
"圈友須",1
"圈主",4
"圈主及",3
"圈主均",1
"國",2
"國人",1
"國內",87
"國內外",11
"國外",83
"國民",3
"國家",8
"國泰世華",14
"國會",1
"國賓",3
"國際",3
"國際型",1
"國際機場",9
"國鐵",1
"執行",2
"基底",2
"基金",5
"基準日",15
"基準利率",1
"基礎",1
"夠用",1
"寄回",1
"寄送",1
"密封式",1
"密碼",2
"將由",1
"將成",1
"將於",5
"將於下",1
"將首",2
"將額滿",1
"專文",1
"專用",5
"專車",1
"專門",5
"專案",1
"專屬",9
"帳",2
"帳戶",71
"帳單",48
"帳款",2
"帳號",2
"帶上",3
"帶回家",1
"帶你去",1
"帶來",1
"帶點",1
"常去",2
"常用",2
"常見",2
"常問",1
"常跑",1
"康",1
"康是",1
"張",25
"張卡",3
"張各大",1
"張免",1
"張呢",1
"張張",1
"強大",1
"強制",2
"強棒",1
"強項",2
