"x","freq"
"起前",1
"送",2
"針對",3
"高",12
"高且",1
"做",3
"剪卡",1
"區分",1
"區間",1
"唯一",1
"商銀",6
"問題",2
"國內",21
"國內外",4
"國外",30
"國家",2
"國際",2
"國際型",1
"執行",1
"基金",1
"基準日",7
"基準利率",1
"專用",3
"專門",3
"帳戶",7
"帳單",12
"常去",2
"常問",1
"張",3
"張各大",1
"強制",1
"得到",2
"御璽",10
"掛失手續",1
"接近",1
"推",1
"推出",3
"推薦",5
"推薦人",1
"族群",1
"條件",10
"現金",17
"現金回饋",37
"理解",1
"符合",1
"第一",6
"累計",2
"累積",6
"累積到",1
"細節",2
"終身",4
"組織",2
"設",1
"設定",4
"設計",2
"許多",1
"這張",15
"這篇",1
"通",1
"通用",1
"通常",2
"通路",8
"連結",1
"部分",5
"喔",2
"喜歡",1
"幾年",1
"幾個",1
"幾張",1
"循環",13
"掌控",1
"提到",1
"提領",1
"換",1
"換掉",1
"換算",1
"揭露",1
"曾經",1
"最",4
"最多",1
"最早",1
"最低",1
"最佳",2
"最近",1
"最後",1
"最高",6
"最新",3
"最新更新",1
"期間",1
"款",2
"款項",1
"減免",1
"無",12
"無年費",1
"無限",1
"無須",1
"登錄",2
"發卡",3
"稍弱",1
"筆",1
"筆且",1
"結合",1
"結帳",1
"結匯",1
"給最多",1
"華南",5
"華航",1
"評分",1
"評定",1
"評等",1
"評價",1
"買",7
"買菜",1
"費用",2
"費率",1
"超出",2
"超過",4
"跑",4
"進入",1
"鈦",4
"開戶",2
"開卡",1
"項",2
"項目",1
"順便",1
"須有",1
"飯店",1
"僅限",1
"匯率",2
"匯豐",3
"匯豐銀行",5
"填寫",2
"想",3
"想要",1
"想辦",1
"感想",1
"感覺",1
"損失",1
"搭",1
"新",2
"新戶",17
"新出",1
"新卡",4
"新卡會",1
"新神卡",1
"新航",1
"新臺幣",3
"會收",1
"概念",1
"溢繳",1
"當月",2
"當地",1
"當初",1
"綁",1
"綁定",6
"經驗",1
"萬",8
"萬元",1
"萬用",8
"萬用卡",1
"萬有",1
"萬里",1
"落差",1
"補充",1
"裡面",1
"解答",1
"該選",1
"詳情",7
"詳閱",2
"資料",5
"較優",1
"過了",1
"過往",1
"過後",1
"達",6
"達成",1
"電子",11
"電腦",3
"電影",1
"預借",18
"實際上",1
"實體",2
"暨",1
"種類",1
"算",1
"算是",2
"綜合",2
"網站",8
"網路",1
"網路上",1
"網購",1
"認定",2
"說",1
"銀行",49
"銀行帳戶",2
"需",5
"需先",1
"需先辦",1
"需存",2
"需要",5
"價格",1
"審核",2
"寫",1
"廣",1
"廣告",1
"影響",1
"數位",12
"歐元",1
"碼",1
"碼是",1
"線上",3
"調高",1
"請",3
"請洽",1
"論壇",2
"適用",1
"適用於",1
"適合",8
"閱讀",2
"學生",5
"整理",8
"機票",9
"歷來",1
"澳洲",1
"獨享",1
"辦",10
"辦卡",3
"辦卡時",1
"辦用",1
"辦完",1
"辦理",2
"辦新卡",1
"選卡",2
"選擇",2
"隨身",2
"隨機",1
"優於",1
"優惠",40
"優勢",2
"應",1
"應該",2
"總金額",1
"總費用",1
"聯名卡",7
"臨時",1
"薪資",2
"購物",1
"購買",1
"邀請",1
"還給",1
"韓",2
"韓國",4
"點",2
"點此",1
"點我",6
"點數",2
"歸零",3
"簡單",9
"舊卡",2
"藏",1
"豐",1
"轉移",1
"轉換成",1
"額外",4
"額度",5
"懶人",1
"簽帳",5
"繳款",1
"繳費",1
"證明",2
"類型",1
"繼續",1
"覺得",2
"屬於",2
"欄位",1
"權益",2
"聽",1
"讀者",1
"變成",1
"顯示",1
"鑽金",1
"鑽金卡",3
