001 1 2322 100000 1000 44412133111332334244 11111122113321122321 32232231424412332321 0322 222222 26435316
002 4 0000 000000 0000 14322222221321443223 11222212112211112222 23333442424525421421 0025 001122 18335323
003 1 2242 100000 0100 23221133222232223122 12222222212322223232 22233322333322333333 4127 223222 16535252
004 1 7342 111000 0101 12421222211221223224 12222222222221122222 33333222322322322221 6121 222222 16334353
005 1 2333 110000 0100 45433133222232435322 13234444443313132322 22435323334413422412 0422 221112 16534355
006 1 3234 100010 1000 32221124222222433333 11112222222222222222 33333333222211311111 6127 222222 15534315
007 2 5154 100011 0110 24121114222222333322 11221122123322223331 33333323322211111111 1221 222233 15533331
008 1 3443 110001 0101 22224123111111111333 11112222222211113333 33333333322211111111 6112 222222 23534153
009 1 5332 100000 1000 43211122111221322222 11231111113211121111 22223322345512322222 3121 221111 22432153
010 1 2333 110000 0100 11131123111132123111 11113222222211111111 11122321222211221111 1116 211111 13532153
011 1 2122 110000 0011 42222233223222222322 22222222223222222222 11112211333311113322 0334 111111 22431157
012 1 4421 110000 0101 44324233221233334222 33213233133222123133 22234421323323311312 0421 222222 15414352
013 1 5311 110010 1000 23311133111221323213 11111111111111112222 22232332233313321211 0122 232322 14313353
014 1 2332 100000 1000 44214112111111421111 11111111112211111111 21123333123311311311 0122 122222 14414353
015 1 5322 111000 1000 14213133221132223212 11111111111111111111 33333333534311511311 0211 111111 14513153
016 3 3411 100000 1000 22221121111211212111 22111111111111122222 22323322323313311321 1421 222222 17414353
017 1 4444 110011 1000 13211113111111113111 11111111112111111111 22223332223313231111 0125 222222 13413353
018 1 3322 110000 1000 32133333211131223111 22211111111111111111 33333322333332222221 1124 222222 26424315
019 1 1232 110000 0110 14441112222331433333 12223332222221111111 23333332423313211311 0421 222222 16526355
020 1 1242 100000 0100 22212224111231115222 12122222222222222222 11123322322211122322 0411 222222 23524153
021 1 2332 110010 1011 24234132111232333222 22221132213321112212 22112332323211111421 0347 222233 24424253
022 4 0000 000000 0000 34223234432424323222 11232222223322323333 33411112544313432222 0021 002233 25323398
023 1 1332 100100 1000 24235334221321412211 33312131122222222222 33432221544414511322 0216 222222 24514315
024 1 3321 110001 1000 33223113112111323122 11112222113321111111 22223333333211321221 0422 222233 15413115
025 1 3232 110000 0001 34424234222222333222 22223233222222222322 23332321433311212211 0321 333333 24412313
026 1 2332 111111 0110 33224233313232233333 23113112223311111111 32332322433323442221 0212 222222 25515315
027 3 1333 100000 1001 31111144323232322322 22223233223322222222 23233322333322322322 3132 222333 24514115
028 3 2121 100000 0001 44223233222222222222 22223333323323222222 22222222434322422222 3111 233333 23514115
029 1 3333 110000 0001 22222123222222424211 11111132113333333111 22222332323311111111 4141 233333 24513115
030 2 2211 110000 0100 32123122213221323211 31113222212233111111 33543312345523331311 0121 333333 24314253
031 3 2122 010000 1000 31111115111111511111 11111111111111111111 32232421333211511311 2117 333333 14413153
032 1 1211 101001 0100 33333434222332323333 33233233222222211334 22134443555413421311 0421 222222 16414143
033 1 2454 100000 0100 32322222222222323222 22222222223222222222 22223432333222422222 0231 222322 23412133
034 1 1463 111100 1000 23432221111221312222 11112222112221122222 23233444344412331321 0432 222222 15313332
035 1 3211 110010 0100 44224234333333323332 32332222222222222222 32333323434323332323 0314 222222 13514155
036 2 5421 110000 0101 34123124333333233222 22222222222222222222 12233323222232332222 1342 333333 14514353
037 1 3222 110000 0101 31223133211111322111 21211111111111111111 22223332434211321221 6421 233322 23513113
038 1 3222 110001 1111 53444424434444333444 22225555553344442222 11114444333333334444 2236 333333 23413113
039 1 3322 111000 0001 43211133332332433333 21113222213211111311 32243221322332142312 2121 222222 14614353
040 1 5442 111000 1000 23322123221331333433 11222223212211122222 23223323223121311211 0321 222233 26415343
041 1 2221 110000 1001 33334344222333443333 22223333333322222222 33334432223322332222 0132 222222 16515352
042 1 3332 111000 1001 24213132111221331111 11112213113311111111 11223333432222311311 0421 121333 25415355
043 1 1211 100000 0100 25432222212222323344 12223222223321222212 43334432423423322222 0111 111122 16516355
044 1 1331 100000 1000 23432222333331433333 13334244223222222222 23232332322223322222 0122 112222 15424315
045 1 1241 111010 0101 23323123311111343322 11113322113222112222 33344442323311111111 0124 131222 25425353
046 1 2231 100000 1000 23332222222222223233 22222222222222222222 22223323223322222222 0122 222222 17427315
047 2 2442 110001 1001 32211113113121412211 11111111112111111111 12234533423223311211 0421 232233 26515352
048 3 5223 110000 1000 33224133224332423111 22112222223311113333 32332222433323332222 3221 333344 24513115
049 1 2343 100001 1000 31113132211232332222 23111111113222222222 32234422325412431211 0221 222233 23614115
050 1 3322 110000 0011 22111124122431355111 31112223111122131111 11113311522211511311 4311 233333 14534155
051 1 2132 100000 0011 33222222211111222322 22222222222222222323 33244422444422333222 0341 222222 23513115
052 1 2422 110001 0001 22111133212211333222 11111111112211111111 22223321423222232322 0334 232332 24412153
053 1 4422 111001 1000 15422111333222234333 11111111112222222222 33333332333322222222 0321 122222 26514313
054 1 2442 110000 0100 33324114144441114444 22323233332233332222 33332233323351133254 0111 223333 14314223
055 1 2332 100000 0100 43322222222322323222 22222222223222222222 33333322333322222222 0322 223333 15413353
056 2 1221 000100 0100 31321122111121133211 11111111111121111111 12133322123111311311 0421 111111 14312343
057 2 1321 100000 1000 23433222222222222222 22222222222222222222 33333333222224222324 0427 222222 16314343
058 1 1321 010010 1001 13333222111121223333 12112212221121111211 22223322222232223111 0125 212222 15413243
059 1 1322 110000 0001 34441134113141114114 21111111112211123133 22323341434313411111 0421 111111 23522355
060 1 2332 101001 1000 21132225322343542222 22222222123322122322 32332222433313321222 1211 222221 14424355
061 1 1422 100010 1000 42421122111132324223 11111121111111111211 22223343333312221411 1421 222211 25414353
062 1 2221 111111 0101 23323223434444333333 22334433333322233333 22233233433312432222 0445 333323 14513253
063 1 3411 100000 0101 42221112221222443334 12221112324412222211 32244331444322222341 2111 123231 24424215
064 2 1242 100000 0011 24321223323421433444 12211122212211211112 22131121114334222421 0324 222222 16425353
065 1 3432 100000 0101 33312222222223322222 11111111111111111111 33333232323222222222 0427 222222 23423155
066 1 1221 111001 0010 11313113113131413111 11111111111111111111 11113241535513111111 6121 111111 15324315
067 1 1421 100000 0100 43333334222222224444 22222222224411112222 32333333444422222222 0421 333333 16515212
068 2 1222 110000 0011 32211224333231442111 21223234224421122223 13132311355523221111 0127 111111 22411153
069 2 2423 110010 0011 23311123312222313222 11111111112222112221 23234432422222421311 1131 222222 25515212
070 1 2242 000011 0101 34325233223222333333 22222222223322223322 33333344334322422422 0427 232333 25514355
071 1 5242 110010 0010 22332233222222322322 22222222223322222222 33333333333222222222 0131 223333 15514115
072 5 0000 000000 0000 33321222322332424344 22112222112222112333 22233332433222322321 0131 003333 14313143
073 1 3321 110000 1000 44311123111422442311 22111133114411111333 34334432223333222222 0137 333333 23533153
074 1 3321 110000 1000 33223333212221424323 22112222223222222222 21233322333211211211 0222 222222 24433153
075 1 3343 110010 1000 22244514111221323111 11111111112111111111 12122221413122331311 1344 111122 23533253
076 1 6454 100101 1000 22122111111221222211 11122121112111111111 11111111433213311311 1227 111111 14435353
077 1 2334 111100 1000 22222113323333333322 22223331113222112222 22233322333222222222 0411 333333 23433253
078 1 1322 111100 0111 24412222111121322221 21111111112212121111 22233333424423222222 3421 222222 15424315
079 1 2232 100000 1000 42435135444443433312 32223234323342222322 23322223345423522222 0133 113333 23524113
080 1 2222 110011 1110 24222222111221443111 11222222222222222222 22222222422242331222 0232 222222 13423315
081 1 3443 111000 1001 24222222111221443222 22222222223222222222 22333321444322422221 0222 222222 24524115
082 1 3222 110011 1000 13322123212221333222 22112222222222222222 23232322422222222222 0222 222222 14523315
083 3 2222 110000 1000 11115135311441432111 21213111113211112321 11121122222111211221 5235 333333 23433143
084 1 4332 110001 1000 11114124111141433111 31111113112221111211 23332221322212222311 0122 333344 23433243
085 1 2434 100000 1000 33223223333332333333 33232232332212333323 33333323433423323321 0227 333333 14424352
086 1 3332 110000 0001 33225335333333443222 22232122222222123333 22344322322222232324 0211 222322 14513253
087 1 4254 111001 0110 43211123222222213222 22222222223311121111 11113343222222232222 0127 222233 22412153
088 1 5433 100010 1000 23311132112222322333 22221122221122111212 33342222544432342222 2322 233332 27414315
089 5 0000 000000 0000 22222123111121233211 11212222112221121211 32342322333311321311 0023 002233 26513353
090 1 3333 110001 0111 44155112111111111114 11111111111111111111 11115511414211111411 0417 111122 23514215
