,bank,card,act
1993,{},{},"{'機票': 2, '電影': 1, '海外': 1}"
1994,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
1995,{},{},{}
1996,{},{},{}
1997,{},{},"{'機場': 1, '國外': 1, '出國': 1, '海外': 1}"
1998,{},{},{}
1999,{},{},"{'運動': 1, '威秀': 1, '保費': 2, '國外': 1, '旅遊': 1, '保險': 1, '機場': 1}"
2000,{},{},{}
2001,{},{},{}
2002,{},{},{}
2003,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2004,{},{},"{'加油': 1, '出國': 2}"
2005,{},{},"{'機票': 1, '機場': 2, '出國': 1}"
2006,{},{},"{'電影': 4, '加油': 3}"
2007,{},{},"{'運動': 12, '威秀': 1, '電影': 2, '海外': 1}"
2008,{},{},"{'加油': 1, '海外': 2, '機場': 1}"
2009,{'國泰世華': 1},{},{}
2010,{},{},{}
2011,{},{},{}
2012,{},{},{'保險': 1}
2013,"{'國泰世華': 1, '台新': 1, '中信': 1}",{},{'出國': 1}
2014,{'永豐': 9},{},"{'威秀': 2, '國外': 2, '機票': 1, '加油': 2, '海外': 1, '電影': 1}"
2015,{},{},"{'保險': 2, '機場': 2, '海外': 1}"
2016,{},{},{}
2017,{},{},{}
2018,{},{},"{'保險': 1, '旅行': 1}"
2019,{},{},"{'海外': 1, '出國': 1}"
2020,{},{},"{'旅遊': 3, '威秀': 2, '出國': 2, '機場': 1, '加油': 1, '國外': 1}"
2021,{},{},{'旅遊': 1}
2022,{},{},"{'旅遊': 3, '威秀': 2, '出國': 2, '機場': 1, '加油': 1, '國外': 1}"
2023,{},{},"{'保險': 4, '海外': 1, '機場': 2}"
2024,{},{},"{'機場': 13, '出國': 1, '保險': 2, '旅遊': 1}"
2025,{},{},"{'加油': 3, '出國': 2}"
2026,{},{},{}
2027,{},{},"{'旅行': 2, '加油': 1, '威秀': 1}"
2028,{},{},"{'機票': 1, '威秀': 2, '保費': 1, '機場': 1}"
2029,{},{},"{'威秀': 2, '海外': 2, '加油': 1, '機票': 1, '出國': 1}"
2030,{},{},"{'加油': 1, '電影': 3, '海外': 1, '機場': 1}"
2031,{},{},"{'電影': 1, '加油': 2, '機場': 3, '出國': 1}"
2032,{},{},{'機場': 3}
2033,{},{},"{'加油': 2, '旅遊': 1, '電影': 2, '國外': 1}"
2034,{},{},"{'旅遊': 3, '機場': 4}"
2035,{},{},"{'機場': 2, '旅平險': 1}"
2036,{},{},{}
2037,{},{},{}
2038,{},{},"{'威秀': 1, '機場': 3, '出國': 1, '電影': 1, '加油': 1}"
2039,{},{},{}
2040,{},{},"{'威秀': 1, '加油': 1}"
2041,{},{},{}
2042,{},{},"{'機票': 1, '海外': 2, '旅行': 2, '電影': 1}"
2043,{},{},"{'加油': 1, '機場': 1}"
2044,{},{},{}
2045,"{'中信': 1, '台新': 1, '中國信託': 1, '國泰世華': 1}",{},"{'加油': 2, '海外': 20, '國外': 3, '機場': 7, '機票': 2, '旅行': 2, '出國': 1, '飯店': 1, '旅遊': 2}"
2046,{},{},"{'電影': 2, '機場': 1, '保險': 1}"
2047,{},{},"{'國外': 1, '海外': 2, '旅遊': 2, '機場': 1, '威秀': 3, '出國': 2}"
2048,{},{},"{'出國': 5, '電影': 1}"
2049,{},{},"{'海外': 2, '國外': 2, '機場': 2, '機票': 1}"
2050,{},{},"{'威秀': 2, '加油': 1}"
2051,{},{},"{'旅行': 1, '飯店': 1}"
2052,{},{},"{'威秀': 2, '保險': 1}"
2053,{},{},"{'機票': 2, '國外': 1, '旅行': 2}"
2054,{},{},"{'出國': 2, '海外': 1, '飯店': 2, '加油': 2}"
2055,{},{},"{'機場': 2, '電影': 2, '出國': 1, '國外': 1, '加油': 1}"
2056,{},{},"{'機場': 5, '威秀': 3, '海外': 1, '電影': 1}"
2057,{},{},"{'出國': 4, '旅遊': 1, '保費': 1}"
2058,{},{},"{'加油': 5, '威秀': 1, '機場': 1}"
2059,{},{},"{'旅遊': 2, '國外': 2, '加油': 1, '電影': 1}"
2060,{},{},"{'機場': 8, '出國': 2, '保險': 1}"
2061,{},{},{}
2062,{},{},{}
2063,{},{},"{'加油': 1, '機票': 4, '威秀': 1}"
2064,{},{},"{'旅遊': 4, '機場': 2, '出國': 1, '威秀': 1}"
2065,{},{},"{'電影': 2, '出國': 1, '機場': 2, '加油': 1, '保險': 1}"
2066,{},{},{}
2067,{},{},"{'機場': 1, '威秀': 1, '機票': 1, '出國': 1, '保險': 1, '海外': 1}"
2068,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2069,{},{},{'飯店': 1}
2070,{},{},"{'機場': 3, '電影': 1, '機票': 2, '加油': 1}"
2071,{},{},"{'機票': 4, '機場': 5, '威秀': 1, '海外': 2, '加油': 2, '保險': 1}"
2072,{},{},{}
2073,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2074,{},{},"{'機票': 2, '旅行': 1, '威秀': 1, '旅遊': 1, '電影': 1, '機場': 1, '海外': 1}"
2075,{},{},{}
2076,{},{},"{'電影': 2, '威秀': 1, '機場': 3, '海外': 1}"
2077,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2078,{},{},"{'威秀': 1, '出國': 3, '旅遊': 1}"
2079,{},{},"{'威秀': 1, '機場': 3, '加油': 2, '電影': 1}"
2080,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2081,{},{},"{'旅遊': 2, '機場': 2, '海外': 1, '加油': 1}"
2082,{},{},"{'威秀': 1, '加油': 2, '電影': 1, '機場': 1, '保險': 1}"
2083,{},{},{'海外': 1}
2084,{},{},"{'電影': 3, '機場': 1, '海外': 1}"
2085,{},{},"{'電影': 1, '加油': 2, '威秀': 1, '出國': 1}"
2086,{'永豐': 1},{},"{'國外': 6, '海外': 1, '保險': 1, '旅行': 1, '運動': 1, '旅遊': 1}"
2087,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2088,{},{},"{'機場': 1, '威秀': 1}"
2089,{},{},{'飯店': 1}
2090,{},{},"{'海外': 3, '加油': 3, '出國': 1}"
2091,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2092,{},{},{'飯店': 1}
2093,{},{},"{'出國': 5, '保費': 1, '旅行': 1, '加油': 1}"
2094,{},{},"{'加油': 2, '機票': 1, '旅遊': 1}"
2095,{},{},{'飯店': 2}
2096,{},{},"{'出國': 5, '機票': 1, '機場': 2, '保費': 1}"
2097,{'玉山': 1},{},{}
2098,{},{},"{'旅行': 6, '機票': 1}"
2099,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2100,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2101,{},{},"{'機場': 1, '加油': 1}"
2102,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2103,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2104,{},{},"{'保險': 3, '海外': 3, '加油': 2, '機場': 2}"
2105,{},{},{}
2106,{},{},{}
2107,{},{},{}
2108,{},{},"{'機場': 2, '旅遊': 3, '保險': 1, '出國': 1}"
2109,{},{},"{'電影': 4, '出國': 2, '加油': 2, '威秀': 3}"
2110,{},{},"{'加油': 2, '機場': 1, '機票': 1, '旅遊': 1}"
2111,{},{},"{'出國': 1, '機場': 1}"
2112,{},{},"{'威秀': 2, '機場': 2, '加油': 1}"
2113,{},{},{}
2114,{},{},{}
2115,{},{},"{'保險': 5, '旅遊': 2, '機場': 2}"
2116,{},{},"{'機票': 2, '旅遊': 2, '威秀': 2, '保險': 2, '海外': 1, '出國': 1}"
2117,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2118,{},{},"{'出國': 7, '機場': 2, '國外': 2, '旅遊': 2, '保險': 1, '機票': 1, '飯店': 1, '電影': 2}"
2119,{},{},"{'機場': 1, '機票': 1}"
2120,{},{},"{'出國': 5, '機票': 1, '機場': 3, '加油': 1, '保費': 1}"
2121,{},{},"{'出國': 4, '海外': 1, '保險': 1}"
2122,{},{},"{'旅遊': 1, '機場': 1}"
2123,{},{},{'海外': 1}
2124,{'國泰': 7},{},"{'出國': 5, '威秀': 1, '機場': 1, '電影': 1}"
2125,{},{},"{'機票': 2, '機場': 1}"
2126,{},{},"{'威秀': 2, '電影': 2}"
2127,{},{},"{'機場': 2, '出國': 1}"
2128,{},{},{}
2129,{},{},"{'保險': 2, '機場': 2, '出國': 1, '電影': 1}"
2130,{},{},"{'機票': 2, '機場': 4, '中油': 3, '電影': 1, '保險': 1, '出國': 1}"
2131,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2132,{},{},"{'運動': 1, '機場': 2, '出國': 1, '保費': 2}"
2133,{},{},"{'旅遊': 2, '保費': 7, '機場': 2, '電影': 2}"
2134,{},{},"{'旅行': 12, '旅遊': 8, '機票': 1, '機場': 6, '飯店': 2, '出國': 2}"
2135,{},{},{}
2136,{},{},{'電影': 1}
2137,{},{},"{'海外': 3, '機票': 1}"
2138,{},{},"{'海外': 2, '威秀': 1, '電影': 1, '出國': 1}"
2139,{},{},"{'出國': 4, '電影': 4, '機場': 2}"
2140,{},{},"{'旅行': 5, '機票': 1}"
2141,{},{},"{'出國': 3, '機場': 2, '海外': 1}"
2142,{},{},"{'電影': 2, '運動': 1, '海外': 2, '跑步': 1, '機場': 2, '機票': 2, '保費': 1}"
2143,{},{},"{'機場': 1, '電影': 2, '加油': 2, '海外': 1}"
2144,{},{},"{'海外': 3, '機場': 3, '旅遊': 2, '加油': 1}"
2145,{'中國信託': 1},{},{'國外': 1}
2146,{},{},{}
2147,{},{},"{'出國': 3, '保險': 2, '機場': 2, '國外': 1}"
2148,{},{},"{'保費': 3, '機場': 2, '旅行': 1, '電影': 2, '出國': 1}"
2149,{},{},{}
2150,{},{},"{'機票': 2, '機場': 1}"
2151,{},{},{'出國': 5}
2152,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2153,{},{},"{'旅遊': 3, '出國': 1, '機票': 4, '飯店': 4, '保費': 1, '機場': 2}"
2154,{},{},"{'出國': 5, '機票': 1, '機場': 1, '保險': 1}"
2155,{},{},{'飯店': 1}
2156,{},{},"{'機票': 3, '電影': 1, '旅行': 1, '威秀': 1}"
2157,{},{},{}
2158,{},{},"{'出國': 6, '運動': 2, '加油': 1, '機場': 1}"
2159,{},{},"{'海外': 1, '電影': 2, '運動': 1, '加油': 1}"
2160,{},{},"{'機場': 4, '運動': 1}"
2161,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2162,{},{},"{'機場': 1, '海外': 1}"
2163,{},{},"{'旅行': 6, '機場': 2, '出國': 1, '機票': 1}"
2164,{},{},"{'保費': 2, '出國': 1}"
2165,{'兆豐': 2},{},"{'出國': 5, '海外': 2, '電影': 1}"
2166,{},{},"{'旅遊': 1, '機場': 4, '加油': 4, '威秀': 1}"
2167,"{'台新': 14, 'Richart': 14}",{},"{'海外': 11, '機票': 19, '出國': 15, '旅遊': 12, '旅行': 5, '國外': 8, '保險': 3, '機場': 4, '飯店': 3, '加油': 2}"
2168,{},{},{}
2169,{},{},"{'機場': 3, '威秀': 1, '旅行': 1, '機票': 2, '保費': 2, '電影': 1}"
2170,{},{},"{'旅遊': 2, '旅平險': 1}"
2171,{},{},"{'威秀': 4, '機場': 4, '電影': 2, '保險': 1}"
2172,{},{},{}
2173,{},{},"{'加油': 2, '電影': 1, '出國': 1, '海外': 1}"
2174,{},{},"{'飯店': 1, '旅遊': 1}"
2175,{},{},"{'出國': 5, '機場': 4}"
2176,{},{},"{'海外': 1, '電影': 2, '旅遊': 1}"
2177,{},{},{}
2178,{},{},"{'機場': 1, '機票': 1, '飯店': 1}"
2179,{},{},{}
2180,{},{},{}
2181,{},{},{}
2182,{},{},{}
2183,{},{},{}
2184,{},{},"{'旅行': 7, '機場': 1, '電影': 3}"
2185,{},{},"{'出國': 3, '電影': 2, '旅遊': 2, '國外': 1, '機場': 1}"
2186,{},{},"{'旅遊': 2, '機票': 1, '機場': 1}"
2187,{},{},"{'機場': 2, '出國': 1, '海外': 1}"
2188,{},{},"{'出國': 1, '威秀': 2, '機場': 2, '電影': 1, '加油': 1}"
2189,{},{},{}
2190,{},{},"{'出國': 3, '電影': 2, '旅遊': 2, '國外': 1, '機場': 1}"
2191,{},{},"{'海外': 2, '機場': 7, '國外': 3}"
2192,{'永豐': 1},{},"{'海外': 1, '保險': 1, '旅行': 1, '國外': 1, '運動': 1, '旅遊': 1}"
2193,{},{},"{'機場': 4, '海外': 1, '機票': 1, '保險': 1}"
2194,{},{},{}
2195,{},{},"{'威秀': 4, '電影': 3, '旅遊': 1, '機場': 1}"
2196,{},{},{'機票': 1}
2197,{},{},{'飯店': 2}
2198,{},{},{'出國': 5}
2199,{},{},"{'運動': 1, '跑步': 1, '電影': 1, '機場': 1, '威秀': 2}"
2200,{},{},{}
2201,{},{},{}
2202,{},{},"{'機場': 2, '旅遊': 1}"
2203,{},{},{}
2204,{},{},{'飯店': 1}
2205,{},{},"{'海外': 3, '國外': 2, '機場': 1, '出國': 1}"
2206,{},{},{'海外': 1}
2207,"{'玉山': 8, '中國信託': 5, '國泰世華': 2, '兆豐': 4, '永豐': 4, '台新': 1}",{},{'加油': 1}
2208,{},{},{'電影': 1}
2209,{},{},"{'出國': 3, '機票': 2, '機場': 3, '海外': 1}"
2210,{},{},"{'旅遊': 2, '國外': 2, '機票': 1, '加油': 1, '電影': 1, '國賓': 1, '出國': 1}"
2211,{},{},"{'加油': 2, '機場': 1, '保險': 1}"
2212,{},{},{}
2213,{},{},{'飯店': 1}
2214,{},{},"{'保費': 2, '旅遊': 1, '電影': 2, '保險': 2, '加油': 1, '機票': 1}"
2215,{},{},{}
2216,{},{},"{'出國': 3, '旅遊': 2, '保險': 3, '機場': 1, '國外': 1, '海外': 1}"
2217,{},{},"{'電影': 2, '機票': 1, '加油': 1, '海外': 1}"
2218,{},{},"{'加油': 6, '機票': 2, '出國': 2, '電影': 1, '保險': 1}"
2219,{},{},"{'威秀': 1, '電影': 5, '旅遊': 1, '保費': 1}"
2220,{},{},"{'海外': 2, '機票': 1, '機場': 1}"
2221,{},{},{}
2222,{'台新': 1},{},{}
2223,{},{},"{'機票': 1, '海外': 1}"
2224,{},{},"{'飯店': 1, '旅行': 1}"
2225,{},{},"{'飯店': 1, '旅行': 1}"
2226,{},{},"{'國外': 2, '機票': 1, '出國': 2}"
2227,{},{},"{'國外': 2, '機票': 1, '出國': 2}"
2228,{},{},{}
2229,{},{},"{'國外': 2, '電影': 1}"
2230,{},{},"{'旅遊': 2, '保險': 3, '機票': 1, '機場': 1}"
2231,{},{},"{'旅遊': 3, '機場': 2, '電影': 1}"
2232,{},{},"{'運動': 1, '國外': 1}"
2233,"{'兆豐': 2, '台新': 1, 'Richart': 1}",{},"{'機票': 1, '旅遊': 1, '海外': 3, '國外': 1}"
2234,{},{},"{'旅遊': 1, '海外': 1, '國外': 4}"
2235,{},{},"{'機票': 1, '出國': 1, '保險': 1, '機場': 2}"
2236,{},{},"{'旅遊': 1, '海外': 1, '國外': 4}"
2237,{},{},"{'保費': 1, '旅遊': 2, '威秀': 1, '機場': 2, '海外': 1, '機票': 1}"
2238,{},{},"{'旅遊': 1, '海外': 1, '國外': 4}"
2239,"{'玉山': 28, '永豐': 1, '台新': 8, '兆豐': 3, '國泰': 6, 'KOKO': 3, '中國信託': 1, '中信': 14}","{'dawho': 1, 'Only': 7, 'Pi': 2}","{'加油': 3, '機票': 17, '海外': 6, '機場': 32, '保險': 5, '保費': 1, '出國': 2, '國外': 4, '旅遊': 3, '飯店': 8}"
2240,{},{},"{'機票': 1, '電影': 1, '出國': 1}"
2241,{},{},"{'出國': 2, '國外': 1}"
2242,{},{},{'飯店': 1}
2243,{},{},"{'機票': 1, '機場': 1, '保險': 1}"
2244,{},{},"{'威秀': 4, '機場': 2, '加油': 2, '機票': 1, '海外': 1}"
2245,{},{},{'旅行': 1}
2246,{},{},"{'旅遊': 2, '機場': 3}"
2247,{},{},"{'電影': 2, '機場': 1}"
2248,{},{},"{'國外': 3, '機場': 1}"
2249,{},{},"{'出國': 2, '旅遊': 2, '電影': 1, '國外': 1}"
2250,{},{},"{'國外': 2, '威秀': 1, '機場': 1, '出國': 1}"
2251,{},{},"{'機票': 1, '加油': 1}"
2252,{},{},"{'出國': 5, '機場': 2, '電影': 1}"
2253,{},{},"{'機場': 4, '出國': 2, '國外': 1}"
2254,{},{},"{'出國': 2, '運動': 1, '海外': 2, '機場': 1}"
2255,{},{},"{'機場': 4, '出國': 2, '國外': 1}"
2256,{},{},"{'電影': 1, '機場': 2}"
2257,{},{},"{'保險': 4, '海外': 2, '機票': 1, '加油': 1, '機場': 1, '保費': 1}"
2258,{},{},"{'威秀': 4, '機場': 2}"
2259,{},{},{'飯店': 1}
2260,{},{},"{'電影': 1, '加油': 1, '海外': 3}"
2261,{},{},{}
