,age,serveTime,credLimit,Loan,SalPerY,holdCard,Career
449,24.0,10.0,30000.0,3.0,240000.0,0.0,3.0
450,30.0,76.0,230000.0,0.0,800000.0,1.0,3.0
451,22.0,0.0,30000.0,,300000.0,0.0,2.0
452,30.0,36.0,100000.0,0.0,300000.0,1.0,2.0
453,28.0,29.0,310000.0,1.0,2000000.0,1.0,2.0
454,28.0,36.0,50000.0,0.0,410000.0,0.0,2.0
455,26.0,12.0,200000.0,0.0,600000.0,1.0,2.0
456,27.0,3.0,120000.0,0.0,400000.0,0.0,4.0
457,36.0,72.0,100000.0,0.0,400000.0,1.0,2.0
458,22.0,12.0,20000.0,0.0,250000.0,1.0,2.0
459,23.0,4.0,120000.0,0.0,400000.0,0.0,2.0
460,,3.0,50000.0,0.0,,0.0,2.0
461,23.0,4.0,80000.0,1.0,400000.0,0.0,2.0
462,23.0,6.0,20000.0,1.0,200000.0,1.0,1.0
463,20.0,19.0,20000.0,0.0,150000.0,0.0,1.0
464,,19.0,60000.0,0.0,400000.0,0.0,2.0
465,23.0,3.0,80000.0,1.0,400000.0,1.0,2.0
466,25.0,9.0,90000.0,0.0,500000.0,1.0,2.0
467,24.0,1.0,120000.0,3.0,500000.0,1.0,2.0
468,28.0,36.0,260000.0,0.0,800000.0,1.0,2.0
469,27.0,2.0,220000.0,,600000.0,1.0,3.0
470,,7.0,120000.0,0.0,320000.0,0.0,2.0
471,25.0,8.0,50000.0,0.0,350000.0,1.0,3.0
472,23.0,12.0,150000.0,0.0,,1.0,2.0
473,24.0,39.0,250000.0,0.0,910000.0,1.0,3.0
474,30.0,60.0,230000.0,0.0,660000.0,1.0,2.0
475,24.0,2.0,200000.0,0.0,1000000.0,0.0,2.0
476,24.0,2.0,200000.0,0.0,1000000.0,0.0,2.0
477,35.0,96.0,100000.0,0.0,750000.0,1.0,4.0
478,24.0,4.0,100000.0,0.0,650000.0,0.0,2.0
479,22.0,48.0,60000.0,,300000.0,1.0,2.0
480,27.0,18.0,50000.0,0.0,600000.0,1.0,2.0
481,22.0,1.0,50000.0,0.0,440000.0,0.0,2.0
482,36.0,48.0,160000.0,1.0,800000.0,1.0,2.0
483,28.0,42.0,150000.0,1.0,500000.0,1.0,3.0
484,20.0,18.0,20000.0,0.0,230000.0,0.0,2.0
485,23.0,9.0,50000.0,1.0,600000.0,1.0,2.0
486,35.0,12.0,100000.0,0.0,550000.0,1.0,2.0
487,25.0,54.0,30000.0,0.0,450000.0,0.0,2.0
488,25.0,17.0,50000.0,1.0,400000.0,0.0,2.0
489,21.0,26.0,20000.0,0.0,330000.0,1.0,2.0
490,25.0,1.0,50000.0,0.0,300000.0,0.0,2.0
491,27.0,,80000.0,0.0,360000.0,1.0,2.0
492,21.0,18.0,20000.0,0.0,270000.0,1.0,2.0
493,23.0,3.0,80000.0,0.0,320000.0,0.0,2.0
494,,3.0,250000.0,0.0,600000.0,0.0,4.0
495,27.0,11.0,60000.0,0.0,500000.0,1.0,2.0
496,35.0,30.0,370000.0,0.0,1000000.0,1.0,2.0
497,24.0,1.0,30000.0,0.0,350000.0,1.0,2.0
498,24.0,26.0,80000.0,0.0,600000.0,1.0,2.0
499,31.0,72.0,220000.0,0.0,360000.0,1.0,2.0
500,22.0,24.0,50000.0,0.0,480000.0,1.0,2.0
501,33.0,4.0,200000.0,1.0,600000.0,1.0,2.0
502,,13.0,210000.0,0.0,800000.0,0.0,2.0
503,,33.0,270000.0,0.0,850000.0,1.0,2.0
504,,6.0,120000.0,0.0,800000.0,1.0,2.0
505,28.0,7.0,200000.0,0.0,600000.0,0.0,2.0
506,35.0,72.0,300000.0,0.0,,1.0,2.0
507,24.0,24.0,60000.0,1.0,320000.0,1.0,2.0
508,30.0,84.0,270000.0,0.0,800000.0,1.0,3.0
509,22.0,6.0,50000.0,0.0,600000.0,0.0,2.0
510,29.0,24.0,250000.0,,800000.0,1.0,2.0
511,33.0,91.0,240000.0,2.0,580000.0,1.0,2.0
512,28.0,48.0,70000.0,1.0,500000.0,1.0,2.0
513,28.0,48.0,210000.0,0.0,550000.0,1.0,3.0
514,28.0,22.0,150000.0,0.0,470000.0,1.0,2.0
515,37.0,120.0,200000.0,0.0,550000.0,1.0,2.0
516,28.0,34.0,130000.0,0.0,400000.0,1.0,2.0
517,33.0,60.0,150000.0,0.0,600000.0,1.0,2.0
518,27.0,,310000.0,0.0,750000.0,1.0,2.0
519,29.0,6.0,167000.0,0.0,800000.0,1.0,2.0
520,35.0,72.0,150000.0,0.0,450000.0,1.0,2.0
521,,84.0,250000.0,,1000000.0,0.0,2.0
522,24.0,6.0,50000.0,0.0,300000.0,1.0,2.0
523,25.0,24.0,200000.0,,700000.0,0.0,3.0
524,27.0,16.0,120000.0,0.0,400000.0,1.0,3.0
525,27.0,117.0,120000.0,,,1.0,2.0
526,23.0,6.0,20000.0,0.0,550000.0,1.0,3.0
527,34.0,44.0,50000.0,3.0,750000.0,1.0,3.0
528,26.0,13.0,200000.0,0.0,,1.0,2.0
529,20.0,4.0,20000.0,0.0,240000.0,1.0,1.0
530,23.0,30.0,20000.0,0.0,360000.0,1.0,4.0
531,29.0,30.0,140000.0,0.0,700000.0,0.0,4.0
532,29.0,2.0,180000.0,0.0,700000.0,1.0,3.0
533,31.0,,150000.0,0.0,,1.0,2.0
534,27.0,3.0,50000.0,0.0,400000.0,1.0,2.0
535,25.0,6.0,110000.0,0.0,300000.0,1.0,2.0
536,21.0,24.0,20000.0,0.0,149000.0,1.0,1.0
537,27.0,51.0,200000.0,0.0,600000.0,1.0,2.0
538,35.0,58.0,130000.0,3.0,400000.0,1.0,2.0
539,25.0,36.0,80000.0,0.0,,1.0,2.0
540,30.0,96.0,150000.0,0.0,400000.0,1.0,2.0
541,35.0,120.0,220000.0,2.0,800000.0,1.0,3.0
542,34.0,5.0,215000.0,2.0,800000.0,1.0,2.0
543,28.0,48.0,200000.0,0.0,650000.0,1.0,2.0
544,24.0,18.0,60000.0,0.0,450000.0,0.0,2.0
545,26.0,36.0,260000.0,0.0,650000.0,1.0,2.0
546,27.0,36.0,90000.0,3.0,600000.0,1.0,2.0
547,28.0,18.0,220000.0,0.0,500000.0,0.0,4.0
548,30.0,24.0,300000.0,0.0,650000.0,0.0,2.0
549,23.0,24.0,60000.0,0.0,330000.0,0.0,2.0
550,25.0,12.0,60000.0,0.0,450000.0,0.0,2.0
551,29.0,3.0,160000.0,0.0,600000.0,1.0,2.0
552,,3.0,200000.0,0.0,700000.0,1.0,2.0
553,28.0,60.0,290000.0,0.0,1000000.0,1.0,2.0
554,33.0,120.0,190000.0,,450000.0,1.0,2.0
555,35.0,120.0,280000.0,0.0,680000.0,1.0,2.0
556,26.0,10.0,440000.0,0.0,5000000.0,1.0,2.0
557,32.0,36.0,240000.0,0.0,650000.0,0.0,3.0
558,31.0,,200000.0,0.0,700000.0,0.0,2.0
559,,3.0,110000.0,0.0,,0.0,2.0
560,23.0,2.0,160000.0,,400000.0,1.0,2.0
561,,36.0,50000.0,0.0,500000.0,1.0,2.0
562,26.0,42.0,50000.0,0.0,230000.0,0.0,1.0
563,24.0,8.0,84000.0,0.0,400000.0,1.0,2.0
564,27.0,33.0,130000.0,,400000.0,1.0,2.0
565,24.0,4.0,160000.0,0.0,750000.0,1.0,4.0
566,23.0,7.0,150000.0,0.0,650000.0,1.0,2.0
567,35.0,120.0,400000.0,0.0,1400000.0,1.0,2.0
568,27.0,,50000.0,2.0,500000.0,1.0,2.0
569,30.0,54.0,100000.0,0.0,1000000.0,1.0,2.0
570,23.0,24.0,150000.0,0.0,600000.0,0.0,2.0
571,20.0,24.0,20000.0,0.0,220000.0,1.0,2.0
572,,12.0,280000.0,3.0,650000.0,1.0,2.0
573,28.0,,100000.0,1.0,700000.0,1.0,2.0
574,33.0,56.0,230000.0,0.0,600000.0,1.0,2.0
575,34.0,11.0,100000.0,0.0,770000.0,1.0,2.0
576,,60.0,130000.0,0.0,600000.0,0.0,2.0
577,30.0,84.0,100000.0,2.0,600000.0,1.0,2.0
578,30.0,24.0,80000.0,0.0,600000.0,0.0,2.0
579,31.0,48.0,80000.0,0.0,500000.0,1.0,3.0
580,23.0,7.0,100000.0,0.0,450000.0,0.0,2.0
581,28.0,24.0,210000.0,,500000.0,1.0,2.0
582,22.0,12.0,200000.0,1.0,,1.0,2.0
583,40.0,120.0,900000.0,2.0,2500000.0,0.0,4.0
584,23.0,1.0,70000.0,0.0,700000.0,0.0,4.0
585,22.0,2.0,150000.0,0.0,500000.0,1.0,2.0
586,,72.0,460000.0,0.0,2000000.0,0.0,2.0
587,30.0,84.0,80000.0,3.0,400000.0,1.0,2.0
588,23.0,12.0,80000.0,0.0,860000.0,1.0,2.0
589,25.0,1.0,60000.0,,750000.0,0.0,2.0
590,39.0,120.0,180000.0,0.0,1000000.0,1.0,2.0
591,,2.0,50000.0,0.0,220000.0,1.0,2.0
592,22.0,2.0,130000.0,,600000.0,1.0,2.0
593,,12.0,120000.0,1.0,600000.0,1.0,3.0
594,24.0,,20000.0,0.0,1000000.0,1.0,2.0
595,28.0,16.0,160000.0,0.0,400000.0,1.0,2.0
596,,72.0,60000.0,0.0,550000.0,1.0,2.0
597,29.0,48.0,60000.0,1.0,500000.0,1.0,2.0
598,23.0,10.0,60000.0,0.0,400000.0,0.0,2.0
599,28.0,60.0,280000.0,2.0,37000000.0,1.0,2.0
600,23.0,17.0,50000.0,1.0,450000.0,1.0,2.0
601,22.0,13.0,280000.0,0.0,950000.0,1.0,3.0
602,32.0,96.0,90000.0,0.0,800000.0,1.0,2.0
603,,36.0,80000.0,0.0,450000.0,0.0,2.0
604,32.0,48.0,120000.0,0.0,3000000.0,1.0,3.0
605,54.0,10.0,710000.0,2.0,,1.0,2.0
606,33.0,84.0,150000.0,2.0,850000.0,1.0,2.0
607,,240.0,350000.0,,800000.0,0.0,3.0
608,,,200000.0,0.0,,1.0,2.0
609,32.0,,160000.0,0.0,,1.0,2.0
610,,,50000.0,2.0,,1.0,2.0
611,26.0,18.0,150000.0,0.0,800000.0,1.0,2.0
612,25.0,3.0,30000.0,1.0,700000.0,0.0,4.0
613,23.0,8.0,50000.0,1.0,500000.0,0.0,2.0
614,30.0,24.0,310000.0,1.0,1000000.0,1.0,2.0
615,25.0,4.0,150000.0,0.0,,1.0,2.0
616,21.0,,100000.0,0.0,,0.0,2.0
617,32.0,12.0,100000.0,3.0,320000.0,1.0,2.0
618,25.0,2.0,91000.0,1.0,360000.0,0.0,2.0
619,25.0,11.0,180000.0,,400000.0,0.0,2.0
620,,6.0,400000.0,0.0,400000.0,1.0,4.0
621,29.0,63.0,300000.0,0.0,800000.0,1.0,2.0
622,27.0,4.0,150000.0,1.0,1000000.0,1.0,2.0
623,35.0,26.0,200000.0,0.0,1100000.0,0.0,2.0
624,32.0,84.0,200000.0,0.0,800000.0,0.0,2.0
625,37.0,144.0,300000.0,0.0,1340000.0,1.0,2.0
626,26.0,2.0,200000.0,0.0,1000000.0,1.0,2.0
627,,7.0,100000.0,1.0,500000.0,1.0,2.0
628,27.0,60.0,270000.0,,700000.0,1.0,2.0
629,26.0,5.0,100000.0,0.0,300000.0,1.0,2.0
630,31.0,,310000.0,,1400000.0,1.0,2.0
631,25.0,4.0,70000.0,,400000.0,1.0,2.0
632,28.0,24.0,210000.0,0.0,640000.0,1.0,2.0
633,33.0,60.0,170000.0,,440000.0,0.0,2.0
634,30.0,72.0,100000.0,0.0,700000.0,1.0,2.0
635,21.0,12.0,60000.0,,,1.0,2.0
636,25.0,9.0,20000.0,0.0,130000.0,0.0,2.0
637,22.0,3.0,88000.0,1.0,450000.0,1.0,2.0
638,31.0,30.0,240000.0,0.0,600000.0,1.0,2.0
639,28.0,46.0,120000.0,0.0,700000.0,1.0,2.0
640,32.0,,100000.0,0.0,,1.0,2.0
641,35.0,7.0,200000.0,,500000.0,1.0,2.0
642,22.0,13.0,100000.0,0.0,800000.0,1.0,2.0
643,,48.0,200000.0,,450000.0,1.0,2.0
644,33.0,120.0,160000.0,0.0,997000.0,1.0,3.0
645,24.0,18.0,100000.0,,480000.0,0.0,2.0
646,26.0,,300000.0,0.0,1800000.0,1.0,2.0
647,,,60000.0,0.0,,1.0,2.0
648,36.0,144.0,200000.0,,,1.0,2.0
649,31.0,,70000.0,0.0,,1.0,2.0
650,33.0,96.0,100000.0,0.0,300000.0,1.0,2.0
651,28.0,24.0,20000.0,1.0,400000.0,1.0,2.0
652,26.0,,200000.0,0.0,,1.0,4.0
653,29.0,12.0,350000.0,0.0,800000.0,1.0,3.0
654,29.0,,250000.0,2.0,,1.0,2.0
655,30.0,54.0,60000.0,0.0,,1.0,2.0
656,29.0,9.0,100000.0,2.0,2000000.0,1.0,4.0
657,27.0,6.0,100000.0,3.0,600000.0,1.0,2.0
658,34.0,39.0,70000.0,,,0.0,2.0
659,24.0,,80000.0,1.0,300000.0,1.0,2.0
660,,17.0,200000.0,0.0,,0.0,2.0
661,24.0,7.0,70000.0,1.0,200000.0,1.0,1.0
662,29.0,48.0,120000.0,0.0,700000.0,1.0,2.0
663,25.0,18.0,50000.0,0.0,400000.0,0.0,2.0
664,39.0,29.0,80000.0,3.0,400000.0,1.0,3.0
665,26.0,0.0,50000.0,0.0,540000.0,1.0,2.0
666,29.0,24.0,50000.0,0.0,400000.0,1.0,2.0
667,31.0,72.0,300000.0,0.0,620000.0,1.0,3.0
668,24.0,12.0,50000.0,,360000.0,1.0,2.0
669,32.0,0.0,170000.0,0.0,,1.0,2.0
670,24.0,15.0,40000.0,1.0,300000.0,1.0,2.0
671,21.0,6.0,20000.0,0.0,230000.0,0.0,1.0
672,24.0,8.0,20000.0,3.0,200000.0,1.0,2.0
673,30.0,12.0,60000.0,1.0,350000.0,0.0,2.0
674,25.0,4.0,50000.0,0.0,150000.0,0.0,3.0
675,27.0,0.0,120000.0,0.0,400000.0,1.0,2.0
676,25.0,36.0,210000.0,0.0,360000.0,1.0,4.0
677,,18.0,160000.0,,1000000.0,1.0,2.0
678,23.0,3.0,50000.0,1.0,500000.0,0.0,2.0
679,26.0,60.0,160000.0,0.0,550000.0,1.0,2.0
680,34.0,5.0,150000.0,0.0,300000.0,1.0,2.0
681,24.0,6.0,50000.0,,240000.0,1.0,2.0
682,24.0,6.0,50000.0,,240000.0,1.0,2.0
683,25.0,3.0,50000.0,,120000.0,0.0,1.0
684,40.0,12.0,400000.0,0.0,1400000.0,0.0,2.0
685,27.0,6.0,60000.0,1.0,420000.0,1.0,2.0
686,23.0,17.0,60000.0,1.0,430000.0,1.0,2.0
687,29.0,2.0,70000.0,0.0,300000.0,1.0,2.0
688,38.0,12.0,300000.0,0.0,35000.0,1.0,2.0
689,,6.0,60000.0,,500000.0,0.0,2.0
690,26.0,24.0,30000.0,,400000.0,0.0,2.0
691,31.0,72.0,420000.0,0.0,1000000.0,1.0,2.0
692,24.0,14.0,60000.0,0.0,240000.0,0.0,3.0
693,27.0,,120000.0,0.0,,1.0,2.0
694,,,80000.0,,700000.0,1.0,2.0
695,27.0,17.0,60000.0,0.0,400000.0,1.0,4.0
696,37.0,36.0,150000.0,3.0,1200000.0,1.0,2.0
697,,25.0,110000.0,0.0,450000.0,1.0,2.0
698,23.0,12.0,20000.0,1.0,75000.0,0.0,2.0
699,27.0,19.0,143000.0,0.0,600000.0,1.0,4.0
700,27.0,5.0,165000.0,0.0,600000.0,1.0,3.0
701,26.0,15.0,30000.0,0.0,300000.0,1.0,2.0
702,32.0,84.0,150000.0,3.0,500000.0,1.0,2.0
703,23.0,,50000.0,0.0,300000.0,1.0,1.0
704,,,20000.0,0.0,,1.0,1.0
705,,36.0,300000.0,0.0,,1.0,2.0
706,38.0,156.0,300000.0,0.0,600000.0,1.0,2.0
707,26.0,16.0,150000.0,0.0,500000.0,1.0,2.0
708,,60.0,150000.0,0.0,500000.0,1.0,2.0
709,,48.0,130000.0,0.0,,1.0,2.0
710,,36.0,160000.0,0.0,650000.0,1.0,2.0
711,,24.0,210000.0,0.0,450000.0,1.0,2.0
712,,48.0,80000.0,0.0,430000.0,1.0,2.0
713,,84.0,500000.0,0.0,,0.0,3.0
714,22.0,12.0,20000.0,0.0,150000.0,0.0,1.0
715,,36.0,20000.0,0.0,96000.0,0.0,1.0
716,22.0,0.0,30000.0,,120000.0,0.0,2.0
717,,30.0,200000.0,0.0,600000.0,1.0,2.0
718,34.0,84.0,200000.0,0.0,600000.0,1.0,2.0
719,22.0,,60000.0,1.0,300000.0,0.0,2.0
720,25.0,0.0,60000.0,0.0,400000.0,0.0,3.0
721,,12.0,200000.0,0.0,,0.0,2.0
722,24.0,24.0,60000.0,0.0,,1.0,2.0
723,,24.0,20000.0,0.0,200000.0,1.0,2.0
724,25.0,8.0,30000.0,0.0,300000.0,0.0,2.0
725,31.0,72.0,270000.0,0.0,300000.0,1.0,2.0
726,22.0,5.0,40000.0,0.0,400000.0,1.0,2.0
727,28.0,72.0,200000.0,3.0,700000.0,1.0,3.0
728,,10.0,100000.0,0.0,300000.0,1.0,2.0
729,22.0,10.0,110000.0,0.0,500000.0,1.0,2.0
730,36.0,84.0,200000.0,2.0,,1.0,2.0
731,32.0,36.0,100000.0,0.0,400000.0,1.0,2.0
732,24.0,13.0,60000.0,0.0,350000.0,1.0,2.0
733,24.0,6.0,170000.0,0.0,650000.0,1.0,2.0
734,40.0,60.0,329000.0,0.0,600000.0,1.0,2.0
735,24.0,24.0,50000.0,0.0,400000.0,0.0,2.0
736,25.0,6.0,190000.0,0.0,400000.0,1.0,2.0
737,20.0,,20000.0,0.0,300000.0,0.0,1.0
738,32.0,36.0,80000.0,,600000.0,1.0,2.0
739,22.0,12.0,20000.0,,200000.0,0.0,1.0
740,23.0,,20000.0,0.0,,1.0,1.0
741,34.0,4.0,400000.0,,5000000.0,1.0,2.0
742,24.0,26.0,80000.0,,600000.0,0.0,2.0
743,36.0,24.0,60000.0,,400000.0,0.0,2.0
744,21.0,13.0,20000.0,1.0,300000.0,1.0,2.0
745,28.0,29.0,100000.0,1.0,700000.0,1.0,2.0
746,27.0,4.0,250000.0,3.0,2000000.0,1.0,2.0
747,34.0,108.0,300000.0,3.0,3000000.0,1.0,2.0
748,30.0,36.0,150000.0,3.0,800000.0,1.0,2.0
749,23.0,3.0,50000.0,,400000.0,0.0,2.0
750,28.0,18.0,50000.0,1.0,400000.0,0.0,2.0
751,24.0,1.0,60000.0,1.0,,0.0,2.0
752,30.0,12.0,180000.0,0.0,800000.0,0.0,2.0
753,22.0,30.0,30000.0,0.0,600000.0,0.0,2.0
754,34.0,120.0,320000.0,,800000.0,0.0,3.0
755,32.0,,500000.0,0.0,1500000.0,1.0,2.0
756,,2.0,60000.0,0.0,,1.0,2.0
757,25.0,0.0,280000.0,3.0,,0.0,2.0
758,23.0,2.0,60000.0,0.0,600000.0,1.0,2.0
759,30.0,72.0,160000.0,0.0,1000000.0,1.0,2.0
760,28.0,30.0,60000.0,3.0,,0.0,2.0
761,,24.0,60000.0,3.0,,0.0,2.0
762,22.0,6.0,20000.0,3.0,600000.0,1.0,3.0
763,40.0,240.0,200000.0,2.0,300000.0,0.0,4.0
764,,4.0,90000.0,0.0,,1.0,2.0
765,38.0,36.0,200000.0,0.0,670000.0,1.0,2.0
766,20.0,16.0,20000.0,0.0,,1.0,1.0
767,32.0,24.0,320000.0,0.0,800000.0,0.0,3.0
768,,13.0,220000.0,0.0,,1.0,3.0
769,,6.0,90000.0,0.0,800000.0,1.0,2.0
770,,30.0,140000.0,,550000.0,1.0,2.0
771,27.0,12.0,60000.0,0.0,400000.0,0.0,2.0
772,32.0,84.0,370000.0,0.0,1000000.0,1.0,2.0
773,27.0,9.0,100000.0,0.0,550000.0,1.0,2.0
774,33.0,,100000.0,,240000.0,0.0,2.0
775,29.0,9.0,150000.0,2.0,2000000.0,1.0,4.0
776,25.0,42.0,330000.0,0.0,2000000.0,1.0,2.0
777,23.0,24.0,60000.0,0.0,,1.0,2.0
778,25.0,24.0,80000.0,,600000.0,0.0,2.0
779,,36.0,140000.0,,450000.0,1.0,2.0
780,26.0,24.0,100000.0,0.0,1000000.0,0.0,2.0
781,24.0,6.0,50000.0,,700000.0,0.0,2.0
782,27.0,12.0,200000.0,,1200000.0,0.0,2.0
783,23.0,2.0,60000.0,,520000.0,0.0,2.0
784,23.0,2.0,60000.0,,520000.0,0.0,2.0
785,28.0,24.0,100000.0,1.0,400000.0,0.0,2.0
786,23.0,12.0,120000.0,,600000.0,0.0,2.0
787,29.0,72.0,1100000.0,,10000000.0,1.0,2.0
788,27.0,27.0,270000.0,0.0,700000.0,1.0,2.0
789,30.0,4.0,350000.0,,1500000.0,0.0,2.0
790,25.0,24.0,300000.0,0.0,600000.0,1.0,2.0
791,23.0,,145000.0,0.0,520000.0,1.0,2.0
792,21.0,2.0,20000.0,0.0,350000.0,1.0,2.0
793,21.0,2.0,20000.0,0.0,350000.0,1.0,2.0
794,28.0,48.0,300000.0,3.0,1200000.0,1.0,2.0
795,45.0,120.0,350000.0,0.0,1000000.0,0.0,2.0
796,28.0,24.0,1500000.0,3.0,600000.0,1.0,3.0
797,,132.0,300000.0,2.0,,1.0,2.0
798,31.0,30.0,350000.0,3.0,800000.0,1.0,3.0
799,28.0,48.0,200000.0,1.0,1100000.0,0.0,2.0
800,,18.0,100000.0,0.0,750000.0,1.0,2.0
801,,24.0,140000.0,0.0,500000.0,1.0,2.0
802,27.0,4.0,60000.0,0.0,480000.0,0.0,2.0
803,28.0,6.0,50000.0,0.0,450000.0,1.0,2.0
804,27.0,9.0,81000.0,0.0,380000.0,1.0,3.0
805,29.0,,200000.0,,1500000.0,1.0,2.0
806,25.0,6.0,50000.0,,510000.0,0.0,2.0
807,27.0,10.0,400000.0,0.0,1000000.0,1.0,2.0
808,30.0,11.0,300000.0,0.0,480000.0,0.0,2.0
809,32.0,12.0,50000.0,3.0,670000.0,1.0,2.0
810,33.0,60.0,350000.0,,1000000.0,1.0,2.0
811,23.0,12.0,100000.0,0.0,1000000.0,1.0,2.0
812,22.0,,120000.0,0.0,420000.0,1.0,2.0
813,23.0,,150000.0,0.0,430000.0,1.0,2.0
814,22.0,39.0,100000.0,,400000.0,1.0,2.0
815,29.0,24.0,300000.0,1.0,1700000.0,1.0,4.0
816,26.0,3.0,100000.0,,600000.0,0.0,4.0
817,25.0,6.0,70000.0,0.0,700000.0,1.0,2.0
818,25.0,6.0,70000.0,0.0,700000.0,1.0,2.0
819,27.0,12.0,120000.0,0.0,550000.0,1.0,2.0
820,,96.0,200000.0,,,1.0,2.0
821,31.0,60.0,50000.0,0.0,550000.0,1.0,2.0
822,27.0,24.0,50000.0,0.0,1000000.0,1.0,3.0
823,27.0,24.0,50000.0,3.0,550000.0,1.0,2.0
824,,96.0,50000.0,0.0,,0.0,2.0
825,21.0,12.0,20000.0,,200000.0,0.0,1.0
826,,0.0,20000.0,0.0,,1.0,1.0
827,24.0,18.0,20000.0,0.0,200000.0,1.0,2.0
828,20.0,24.0,20000.0,0.0,150000.0,1.0,1.0
829,25.0,24.0,50000.0,0.0,360000.0,1.0,1.0
830,24.0,18.0,20000.0,0.0,100000.0,1.0,1.0
831,20.0,9.0,20000.0,0.0,200000.0,1.0,2.0
832,21.0,3.0,20000.0,0.0,150000.0,0.0,1.0
833,21.0,6.0,20000.0,0.0,180000.0,0.0,2.0
834,22.0,36.0,20000.0,1.0,300000.0,1.0,2.0
835,20.0,12.0,20000.0,0.0,150000.0,1.0,1.0
836,24.0,24.0,20000.0,1.0,264000.0,0.0,1.0
837,25.0,12.0,20000.0,,100000.0,0.0,1.0
838,23.0,17.0,20000.0,1.0,140000.0,1.0,2.0
839,26.0,24.0,20000.0,0.0,150000.0,1.0,1.0
840,20.0,24.0,20000.0,0.0,200000.0,0.0,1.0
841,22.0,24.0,20000.0,0.0,200000.0,0.0,1.0
842,21.0,,20000.0,,200000.0,0.0,1.0
843,20.0,24.0,20000.0,0.0,200000.0,0.0,1.0
844,24.0,6.0,20000.0,0.0,220000.0,1.0,2.0
845,21.0,1.0,20000.0,,300000.0,0.0,2.0
846,24.0,,70000.0,,200000.0,1.0,1.0
847,20.0,,20000.0,0.0,240000.0,1.0,1.0
848,21.0,18.0,20000.0,0.0,250000.0,1.0,1.0
849,22.0,42.0,20000.0,0.0,550000.0,1.0,1.0
850,20.0,3.0,50000.0,1.0,,0.0,1.0
851,20.0,,20000.0,0.0,100000.0,0.0,1.0
852,21.0,6.0,20000.0,3.0,200000.0,0.0,2.0
853,,,20000.0,0.0,300000.0,0.0,1.0
854,20.0,,20000.0,0.0,200000.0,1.0,2.0
855,21.0,1.0,20000.0,0.0,200000.0,0.0,1.0
856,24.0,18.0,60000.0,0.0,300000.0,0.0,1.0
857,21.0,0.0,20000.0,0.0,170000.0,0.0,1.0
858,,,20000.0,0.0,120000.0,0.0,1.0
859,22.0,,20000.0,0.0,100000.0,0.0,1.0
860,20.0,12.0,20000.0,0.0,250000.0,0.0,1.0
861,23.0,11.0,20000.0,0.0,260000.0,0.0,2.0
862,22.0,12.0,30000.0,0.0,400000.0,0.0,2.0
863,24.0,,20000.0,1.0,150000.0,0.0,1.0
864,23.0,,20000.0,1.0,390000.0,0.0,1.0
865,22.0,12.0,50000.0,0.0,300000.0,0.0,1.0
866,20.0,,20000.0,0.0,150000.0,0.0,1.0
867,21.0,,20000.0,1.0,150000.0,0.0,1.0
868,24.0,,20000.0,1.0,100000.0,0.0,1.0
869,21.0,5.0,70000.0,,200000.0,0.0,1.0
870,20.0,60.0,20000.0,0.0,400000.0,1.0,1.0
871,,,20000.0,0.0,200000.0,0.0,1.0
872,21.0,6.0,20000.0,0.0,200000.0,0.0,1.0
873,22.0,15.0,20000.0,0.0,200000.0,1.0,4.0
874,,9.0,20000.0,0.0,120000.0,1.0,1.0
875,22.0,11.0,20000.0,3.0,150000.0,0.0,1.0
876,20.0,3.0,20000.0,,120000.0,0.0,1.0
877,21.0,9.0,20000.0,0.0,200000.0,0.0,1.0
878,22.0,8.0,50000.0,1.0,360000.0,0.0,4.0
879,22.0,3.0,20000.0,0.0,130000.0,0.0,2.0
880,,0.0,20000.0,1.0,,0.0,1.0
881,20.0,8.0,20000.0,0.0,240000.0,0.0,1.0
882,,8.0,20000.0,1.0,220000.0,0.0,1.0
883,22.0,3.0,20000.0,1.0,150000.0,0.0,1.0
884,,36.0,60000.0,0.0,100000.0,0.0,1.0
885,,18.0,20000.0,0.0,200000.0,0.0,1.0
886,,18.0,20000.0,0.0,200000.0,1.0,1.0
887,22.0,11.0,20000.0,,30000.0,0.0,1.0
888,21.0,30.0,20000.0,0.0,400000.0,1.0,1.0
889,21.0,30.0,20000.0,0.0,400000.0,1.0,1.0
890,,48.0,80000.0,0.0,400000.0,0.0,1.0
891,25.0,36.0,30000.0,,180000.0,0.0,1.0
892,20.0,,20000.0,0.0,500000.0,0.0,1.0
893,24.0,,150000.0,0.0,700000.0,1.0,1.0
894,22.0,7.0,20000.0,1.0,150000.0,1.0,1.0
895,22.0,36.0,20000.0,0.0,120000.0,0.0,1.0
896,,36.0,50000.0,0.0,320000.0,1.0,2.0
897,23.0,1.0,120000.0,1.0,500000.0,1.0,2.0
898,23.0,1.0,70000.0,1.0,400000.0,0.0,2.0
899,24.0,2.0,60000.0,0.0,500000.0,0.0,1.0
900,24.0,4.0,120000.0,1.0,400000.0,1.0,2.0
901,23.0,18.0,150000.0,1.0,430000.0,1.0,3.0
902,35.0,36.0,80000.0,1.0,500000.0,0.0,3.0
903,24.0,3.0,105000.0,1.0,400000.0,0.0,2.0
904,23.0,6.0,95000.0,1.0,330000.0,0.0,2.0
905,,4.0,150000.0,1.0,,0.0,2.0
906,22.0,10.0,50000.0,1.0,390000.0,0.0,4.0
