,age,serveTime,ApplyCard,credLimit,Loan,SalPerY,holdCard,Caree
2349,24,5,['LINEPay'],90000,0,324000,0,4
2350,,72,"['中信', 'LINEPay']",50000,0,,0,2
2351,22,3,"['中信', 'LINEPay']",100000,0,860000,0,2
2352,,1,['中信'],80000,0,,0,2
2353,23,3,[],,0,400000,0,2
2354,25,12,"['中信', '新光']",,2,600000,0,1
2355,25,2429,['中信'],,0,450000,0,2
2356,28,9,"['中信', '現金回饋御璽卡']",150000,0,600000,0,2
2357,23,,[],50000,0,300000,0,3
2358,24,15,['鑽金'],,0,450000,0,2
2359,23,12,"['元大', '鑽金']",,0,300000,1,2
2360,30,8,"['元大', '鑽金']",50000,0,500000,0,2
2361,24,6,[],30000,0,,0,2
2362,21,12,"['兆豐', 'e秒刷鈦金卡']",,3,500000,0,3
2363,22,7,"['兆豐', 'Gogoro聯名卡']",60000,1,400000,0,2
2364,23,20,['華南'],30000,0,350000,0,2
2365,23,0,[],50000,,,1,2
2366,23,3,"['台新', 'Flygo']",,1,500000,0,2
2367,25,3,[],,0,800000,0,2
2368,20,13,"['台新', 'GoGo', '花旗', '饗樂卡', '中信', 'LINEPay']",,0,300000,0,2
2369,24,3,"['台新', 'GoGo']",130000,0,500000,0,2
2370,26,1,['GoGo'],,0,450000,0,4
2371,27,4,['GoGo'],230000,0,600000,0,2
2372,,,"['台新', 'GoGo']",30000,0,200000,0,3
2373,30,1,"['台新', 'GoGo']",,0,400000,0,3
2374,25,1,"['台新', 'GoGo']",250000,2,,0,4
2375,24,6,[],,0,320000,0,2
2376,24,11,"['台新', 'GoGo']",30000,1,500000,0,2
2377,24,1,[],,0,430000,0,2
2378,25,3,"['台新', 'GoGo', '匯豐', '現金回饋御璽卡']",50000,0,700000,1,2
2379,24,36,[],,,360000,0,2
2380,,,[],,,,0,2
2381,24,10,"['台新', 'GoGo']",150000,1,700000,0,2
2382,,5,[],,0,550000,0,4
2383,25,2,"['台新', 'GoGo', '中信', 'LINEPay']",285000,0,800000,0,2
2384,29,36,"['台新', 'GoGo', '渣打', '現金回饋御璽卡']",150000,1,800000,0,2
2385,24,2,['GoGo'],100000,0,400000,0,2
2386,27,,"['台新', 'GoGo']",30000,0,270000,0,2
2387,28,2,"['台新', 'GoGo']",110000,0,420000,0,2
2388,24,2,"['台新', 'GoGo']",150000,0,500000,0,3
2389,26,12,[],100000,0,470000,0,3
2390,24,12,"['台新', '花旗', '饗樂卡']",,0,400000,0,2
2391,24,12,[],,0,450000,0,2
2392,26,4,"['台新', 'GoGo']",100000,0,300000,0,2
2393,24,4,['GoGo'],50000,0,324000,0,4
2394,25,5,"['台新', 'GoGo']",30000,1,450000,0,2
2395,22,24,"['台新', 'GoGo']",50000,0,400000,0,2
2396,26,7,"['台新', 'GoGo', '玉山', 'Pi']",80000,0,500000,0,2
2397,28,12,[],,0,250000,0,2
2398,24,1,"['GoGo', '中信', 'LINEPay']",140000,1,500000,0,2
2399,22,,"['台新', 'GoGo']",,3,200000,0,1
2400,22,2,"['台新', '兆豐']",70000,0,420000,0,2
2401,24,3,[],,0,400000,0,2
2402,22,3,[],50000,0,450000,1,2
2403,24,12,"['台新', 'GoGo', '元大', '鑽金']",70000,0,300000,0,2
2404,,0,"['台新', 'GoGo']",50000,0,300000,0,2
2405,25,1,"['台新', 'GoGo']",30000,1,450000,0,2
2406,27,2,"['台新', 'GoGo']",100000,0,900000,0,2
2407,31,72,"['台新', 'GoGo']",280000,0,,0,2
2408,27,1,"['台新', 'GoGo']",50000,0,500000,0,2
2409,25,12,['台新'],,0,450000,0,2
2410,29,3,[],110000,,600000,0,3
2411,,,"['國泰', 'KOKO']",60000,0,,0,2
2412,,,"['國泰', 'KOKO']",60000,1,,0,2
2413,21,12,[],,0,450000,0,4
2414,28,60,"['國泰', 'KOKO']",60000,0,300000,0,2
2415,22,6,[],,3,400000,1,2
2416,26,3,"['國泰', '台新']",60000,1,650000,0,2
2417,24,11,"['國泰', 'KOKO']",60000,1,300000,0,2
2418,23,,"['國泰', 'KOKO']",60000,1,390000,0,2
2419,23,8,[],100000,0,320000,0,2
2420,25,19,['國泰'],,0,600000,0,2
2421,25,2,[],,0,340000,0,2
2422,,1,[],,0,,0,4
2423,23,5,[],,0,400000,0,4
2424,27,5,"['國泰', 'KOKO']",60000,0,360000,0,2
2425,36,9,"['國泰', 'KOKO', '玉山', '台新', 'GoGo']",80000,0,,0,2
2426,23,8,['GoGo'],130000,0,320000,0,2
2427,34,,[],50000,0,,0,2
2428,23,7,"['國泰', 'KOKO', '台新', 'GoGo', '玉山']",,0,250000,1,2
2429,22,0,[],20000,0,,0,1
2430,24,12,"['中信', 'LINEPay', '台新', 'GoGo', '花旗']",,1,500000,1,2
2431,26,24,['富邦'],70000,0,300000,0,2
2432,23,4,[],60000,0,360000,0,2
2433,20,8,[],30000,0,320000,0,2
2434,24,4,[],30000,0,430000,0,2
2435,32,24,[],60000,0,400000,0,3
2436,23,1,[],,0,560000,0,2
2437,28,15,"['渣打', '現金回饋御璽卡']",50000,0,420000,0,2
2438,31,,['渣打'],50000,,500000,1,2
2439,25,12,[],150000,3,600000,0,3
2440,26,4,"['渣打', '國泰', 'KOKO']",60000,0,600000,0,2
2441,24,5,"['渣打', '現金回饋御璽卡', '國泰', 'KOKO']",80000,0,,0,2
2442,30,24,['渣打'],,1,850000,1,2
2443,35,72,['渣打'],,2,1800000,0,2
2444,22,3,['永豐'],,0,400000,0,2
2445,23,4,[],,0,400000,0,2
2446,23,6,"['玉山', 'Pi']",70000,1,360000,0,2
2447,24,1,"['玉山', 'Pi']",20000,,600000,0,2
2448,23,3,"['玉山', 'Pi']",,0,400000,0,2
2449,24,9,"['玉山', 'Pi']",60000,0,360000,0,2
2450,23,1,"['玉山', 'Ubear']",60000,,500000,0,2
2451,22,1,"['玉山', 'Ubear', '台新', 'GoGo']",50000,,550000,0,2
2452,20,4,"['玉山', '永豐', 'dawho']",50000,,850000,0,2
2453,24,1,['玉山'],100000,,,0,2
2454,25,17,[],,1,360000,0,2
2455,,0,"['玉山', '花旗', '饗樂卡']",228000,0,840000,0,4
2456,22,36,"['玉山', '台新', 'GoGo']",20000,1,120000,0,2
2457,20,13,"['玉山', 'dawho', '玉山', 'Ubear']",50000,,360000,0,1
2458,24,0,['玉山'],80000,0,300000,0,3
2459,21,24,"['玉山', '玉山', 'Pi', '國泰']",,0,500000,0,2
2460,26,3,"['Richart', 'GoGo']",160000,0,800000,0,2
2461,23,4,[],,0,800000,0,2
2462,24,24,"['聯邦', '台新', 'GoGo', '華南']",,0,400000,0,2
2463,25,12,[],50000,0,,0,2
2464,20,9,[],30000,3,400000,0,2
2465,31,72,['玉山'],80000,0,400000,0,2
2466,,,['花旗'],181000,0,,0,2
2467,,12,"['台新', 'GoGo']",,,450000,0,2
2468,23,10,[],,0,700000,0,2
2469,24,2,[],150000,,550000,0,2
2470,27,3,[],,0,420000,0,2
2471,22,4,[],129000,0,350000,0,2
2472,26,0,['花旗'],150000,0,850000,1,2
2473,23,1,[],,0,360000,0,2
2474,22,1,[],91000,1,250000,0,2
2475,25,3,"['花旗', '現金回饋御璽卡', 'Richart', 'GoGo']",,,690000,0,2
2476,,0,['花旗'],,0,60000,0,4
2477,23,9,['花旗'],110000,0,350000,0,2
2478,23,1,['花旗'],89000,1,300000,0,2
2479,25,3,[],,0,430000,0,2
2480,25,4,"['花旗', '饗樂卡']",140000,0,550000,0,2
2481,27,6,"['花旗', '饗樂卡']",71000,0,220000,0,2
2482,23,3,"['花旗', '饗樂卡']",83000,1,300000,0,2
2483,,0,[],,0,900000,0,2
2484,29,72,[],50000,0,800000,0,2
2485,,4,['華南'],50000,0,400000,0,3
2486,22,6,[],,0,600000,0,2
2487,26,24,['華南'],30000,0,360000,0,2
2488,27,12,[],,,850000,0,2
2489,26,0,"['中信', 'LINEPay']",,1,1,0,2
2490,23,2,[],100000,0,650000,0,2
2491,29,36,[],,1,360000,0,2
2492,23,6,"['台新', 'GoGo', 'GoGo']",150000,1,420000,0,2
2493,23,,[],,0,500000,0,2
2494,20,26,"['中信', '酷玩卡', '中信', 'LINEPay', '台新', 'GoGo', '花旗']",,0,300000,0,2
2495,28,15,"['台新', 'GoGo', '台新']",150000,0,400000,0,2
2496,23,,[],,0,600000,0,2
2497,22,2,[],,0,400000,0,2
2498,27,0,[],50000,1,700000,0,2
2499,23,7,"['台新', 'GoGo']",50000,0,500000,0,2
2500,24,12,"['國泰', 'KOKO', '台新', 'GoGo', '中信', 'LINEPay']",60000,1,360000,0,3
2501,27,3,"['國泰', 'KOKO']",60000,1,600000,0,2
2502,21,36,"['中信兄弟聯名卡', 'LINEPay']",20000,0,260000,0,1
2503,22,,"['中信', 'LINEPay']",,0,,0,1
2504,,4,"['中信', 'LINEPay', '台新', 'GoGo']",130000,0,370000,0,3
2505,25,,"['中信', 'LINEPay']",200000,0,1200000,0,4
2506,25,28,"['中信', 'LINEPay', '花旗']",70000,0,400000,0,2
2507,,,"['中信', 'LINEPay']",110000,0,,0,2
2508,25,5,[],150000,0,700000,0,2
2509,23,10,"['中信', 'LINEPay']",30000,0,360000,0,2
2510,24,1,"['中信', 'LINEPay']",,0,350000,0,2
2511,,,"['匯豐', '現金回饋御璽卡']",100000,0,420000,0,3
2512,,,[],,,,0,2
2513,23,2,"['台新', 'GoGo']",20000,0,300000,0,2
2514,23,3,"['台新', 'GoGo']",,0,400000,0,3
2515,23,14,"['台新', 'GoGo']",20000,1,340000,0,1
2516,26,4,"['台新', 'Flygo']",,0,,0,2
2517,36,3,"['台新', 'GoGo']",,0,400000,0,2
2518,22,24,"['台新', 'GoGo']",,3,300000,0,2
2519,22,11,"['台新', 'GoGo']",,0,240000,0,2
2520,25,6,"['台新', 'GoGo']",60000,0,390000,0,2
2521,23,51,[],,1,300000,0,2
2522,32,60,"['台新', 'GoGo']",120000,0,450000,0,2
2523,26,0,"['國泰', 'KOKO', '花旗', '饗樂卡', '台新', 'GoGo']",80000,0,300000,0,2
2524,22,12,"['中信', 'LINEPay']",20000,1,200000,0,1
2525,,24,"['台新', 'GoGo']",20000,0,180000,0,1
2526,23,0,[],,0,300000,1,2
2527,21,5,['富邦'],,,240000,0,1
2528,21,24,[],20000,0,250000,1,1
2529,23,3,[],185000,1,550000,0,3
2530,24,24,[],,3,1000000,0,2
2531,28,120,"['台新', 'GoGo', '兆豐', 'e秒刷鈦金卡']",30000,0,200000,0,2
2532,,,[],,,,0,2
2533,25,36,[],150000,,1000000,0,3
2534,,1,[],60000,0,300000,0,2
2535,24,1,"['玉山', 'Pi']",,0,1000000,0,2
2536,22,1,"['玉山', 'Pi', 'Ubear']",80000,,750000,0,2
2537,27,1,"['中信', 'LINEPay']",60000,0,900000,0,2
2538,25,6,[],,0,360000,0,2
2539,,,"['中信', 'LINEPay', '台新', 'GoGo']",,,200000,0,2
2540,,,"['元大', '鑽金']",,,140000,0,2
2541,22,6,"['台新', 'GoGo', 'GoGo', '國泰', 'KOKO', '元大', '鑽金']",,0,420000,0,2
2542,20,12,[],70000,,300000,0,2
2543,25,1,"['玉山', '國泰']",100000,,450000,0,2
2544,30,6,['玉山'],,0,400000,0,2
2545,29,3,['花旗'],102000,0,300000,0,2
2546,32,24,"['兆豐', 'e秒刷鈦金卡', '國泰', 'KOKO', '台新', '元大']",100000,0,,0,2
2547,,5,[],120000,0,300000,0,2
2548,27,24,[],,1,350000,0,2
2549,25,,"['中信', 'LINEPay']",250000,0,,0,2
2550,20,0,"['玉山', 'Pi', '台新', 'GoGo', '中信', 'LINEPay']",30000,1,280000,0,2
2551,34,6,"['玉山', 'Pi', '台新', 'GoGo']",180000,,450000,0,2
2552,,,['玉山'],30000,,,0,2
2553,26,4,[],,0,500000,0,2
2554,31,,[],,0,,1,2
2555,37,31,"['中信', 'LINEPay']",70000,2,600000,0,2
2556,26,12,[],,0,1000000,0,2
2557,23,11,[],70000,1,350000,0,2
2558,,,[],,,,0,2
2559,23,4,"['國泰', 'KOKO']",,0,320000,0,2
2560,22,6,['國泰'],20000,0,120000,0,2
2561,,,"['國泰', 'KOKO']",20000,0,360000,1,3
2562,21,24,"['中信', '酷玩卡']",65000,0,,0,1
2563,24,2,"['台新', 'GoGo']",200000,0,600000,0,4
2564,22,1,['花旗'],,0,300000,0,2
2565,24,12,[],,1,360000,0,2
2566,31,6,['玉山'],70000,0,400000,0,2
2567,22,,"['國泰', 'KOKO']",20000,1,,0,1
2568,22,3,[],,0,500000,1,2
2569,,10,['兆豐'],145000,0,600000,0,2
2570,20,3,['Ubear'],20000,,180000,0,1
2571,21,27,"['元大', '鑽金', '台新', 'Richart', '國泰', 'KOKO', '花旗', '饗樂卡', '中信', 'LINEPay']",50000,0,700000,0,2
2572,,120,[],,0,500000,0,2
2573,,,[],,,,0,2
2574,,,[],,,,0,2
2575,31,0,['新光'],100000,,450000,0,4
2576,,,[],,,,0,2
2577,,36,[],150000,1,,0,4
2578,33,,"['台新', 'GoGo', '花旗']",100000,0,500000,0,2
2579,,12,[],75000,0,350000,0,2
2580,21,36,"['國泰', 'KOKO']",20000,0,300000,0,2
2581,,,[],16666,,,0,2
2582,31,108,[],,0,336000,1,2
2583,29,36,[],,3,300000,0,2
2584,23,60,[],,0,600000,0,2
2585,36,27,['My樂現金回饋卡'],,0,600000,0,2
2586,36,48,['彰化'],,,,1,2
2587,26,,['哆啦A夢JCB聯名卡'],150000,0,,1,4
2588,,10,[],200000,0,500000,1,2
2589,29,63,['彰化'],,,700000,1,2
2590,,12,[],,0,,0,2
2591,44,,[],,0,800000,1,2
2592,28,70,[],,0,600000,1,2
2593,,300,['新光'],,0,1000000,1,3
2594,23,12,[],,0,400000,1,2
2595,24,24,[],,0,,0,2
2596,36,19,[],150000,3,1600000,0,2
2597,32,60,[],50000,0,600000,0,2
2598,27,,[],,0,,0,2
2599,34,120,[],,3,,1,3
2600,25,16,['彰化'],100000,0,600000,0,3
2601,,84,[],180000,,1000000,0,2
2602,28,,"['國泰', 'KOKO']",60000,,300000,1,2
2603,23,3,"['玉山', 'Pi']",20000,0,0,1,2
2604,,36,['GoGo'],30000,1,360000,1,2
2605,,,[],,,,0,2
2606,,72,['一銀'],,,1000000,1,2
2607,31,,[],,,,1,2
2608,,,[],,,,0,2
2609,,,[],80000,3,,0,2
2610,,,['玉山'],,,,0,2
2611,41,6,['玉山'],,0,430000,0,2
2612,,,[],250000,,,0,2
2613,25,60,['花旗'],,3,400000,0,2
2614,,,[],,,,0,2
2615,,,[],,,,0,2
2616,,20,['日盛'],150000,0,,0,2
2617,,12,"['渣打', '現金回饋御璽卡']",150000,0,,0,2
2618,,12,"['渣打', '現金回饋御璽卡']",150000,0,,0,2
2619,,,[],,,,0,2
2620,,,[],,,,0,2
2621,,,[],,,,0,2
2622,,,[],,,,0,2
2623,,,[],,,,0,2
2624,,,[],,,,0,2
2625,,,[],,,,0,2
2626,23,48,[],80000,0,800000,0,2
2627,28,1,[],,1,400000,1,2
2628,23,,[],,0,430000,1,2
2629,34,,['新光'],200000,0,,1,2
2630,26,28,[],,1,440000,0,2
2631,,48,"['兆豐', '台新', '一銀', '玉山']",,0,,1,2
2632,,,[],200000,,,0,2
2633,,36,['新光'],50000,0,400000,1,2
2634,35,36,['新光'],,3,2000000,1,2
2635,,12,[],,0,700000,1,2
2636,38,168,['新光'],260000,0,600000,1,2
2637,39,,[],160000,0,,1,2
2638,,15,['新光'],,0,,0,2
2639,31,18,['新光'],500000,0,1250000,1,4
2640,31,72,['新光'],140000,0,450000,1,2
2641,28,70,[],,0,600000,1,2
2642,33,96,"['新光', '匯豐', '現金回饋御璽卡']",,0,,1,2
2643,,,[],,,,0,2
2644,,132,['新光'],150000,2,2500000,1,2
2645,25,24,['新光'],,0,500000,1,2
2646,25,24,['新光'],,0,500000,1,2
2647,29,13,[],230000,,,0,2
2648,34,6,['新光'],,3,,1,2
2649,35,108,[],600000,0,,1,2
2650,,,[],,3,,0,2
2651,38,180,['新光'],,2,160,1,4
2652,,,[],,,,0,2
2653,31,48,[],400000,3,,0,4
2654,28,70,[],,0,600000,1,2
2655,33,20,['新光'],520000,,,1,2
2656,31,48,['新光'],180000,0,600000,0,2
2657,40,,['新光'],,,,1,2
2658,20,,"['新光', '合作金庫']",20000,1,,0,1
2659,,,[],500000,,,0,2
2660,,,[],,,,0,2
2661,,,[],,,,0,2
2662,,12,"['國泰', 'KOKO']",60000,0,700000,0,2
2663,,,[],,,,0,2
2664,28,36,"['台新', 'Flygo']",300000,0,,0,2
2665,,,['台新'],200000,0,,1,2
2666,22,12,"['玉山', 'Ubear', 'Only']",50000,,200000,0,2
2667,23,12,"['星展', '炫晶御璽卡']",152000,,300000,0,2
2668,,24,['華南'],100000,0,,0,3
2669,,,['兆豐'],950000,,,1,2
2670,28,24,['合作金庫'],,0,1000000,1,2
2671,,,['合作金庫'],,,,1,2
2672,31,108,"['渣打', '現金回饋御璽卡']",220000,,900000,1,2
2673,22,12,"['玉山', 'Pi', '台新']",,2,440000,1,2
2674,29,11,[],,0,400000,0,2
2675,25,7,"['聯邦', '匯豐', '現金回饋御璽卡', '華南']",,0,600000,1,2
2676,25,,[],,0,,0,2
2677,28,36,[],,0,1200000,1,2
2678,23,9,"['中信', 'LINEPay']",,0,900000,1,2
2679,31,3,[],,0,1400000,0,4
2680,23,1,[],50000,0,550000,0,2
2681,22,24,['玉山'],,0,160000,1,2
2682,25,1,[],,0,550000,0,2
2683,25,8,[],300000,0,600000,1,3
2684,23,1,[],,0,500000,0,2
2685,26,3,[],70000,0,550000,1,2
2686,23,5,[],,0,,1,2
2687,25,0,[],200000,,,0,2
2688,,,[],,0,3550000,1,2
2689,35,201,[],,0,4500000,1,1
2690,35,201,[],,0,4500000,1,1
2691,24,5,[],,0,,1,2
2692,29,24,[],300000,,,0,2
2693,,,[],200000,,,0,2
2694,23,2,[],,0,,1,2
2695,24,1,[],,0,,1,2
2696,29,24,[],500000,,,0,2
2697,,,[],,,,0,2
2698,,,[],,,,0,2
2699,26,5,[],100000,0,,1,2
2700,28,12,[],300000,,,0,2
2701,23,1,[],50000,0,,1,2
2702,,,[],,,,0,2
2703,,,[],,,,0,2
2704,,,[],,,,0,2
2705,33,48,['日盛'],30000,2,,0,2
2706,25,11,[],,0,700000,0,2
2707,,,[],,,,0,2
2708,,48,['日盛'],150000,0,470000,1,2
2709,,,[],,,,0,2
2710,27,120,"['GoGo', 'Flygo']",,,,1,2
2711,,,[],,,,0,2
2712,,,[],,,,0,2
2713,,,[],,,,0,2
2714,29,60,['星展'],45000,0,450000,0,2
2715,,24,['炫晶御璽卡'],450000,2,2500000,1,2
2716,25,,[],150000,0,,1,4
2717,26,,[],,,,0,2
2718,,,[],,,,0,2
2719,,,[],,,,0,2
2720,,21,"['星展', 'everyday鈦金卡']",201000,0,,0,2
2721,29,60,"['星展', 'everyday鈦金卡']",519000,3,1000000,0,2
2722,,108,"['星展', 'everyday鈦金卡']",,,650000,0,2
2723,27,52,"['星展', '炫晶御璽卡']",80000,,570000,1,2
2724,,12,[],250000,1,900000,1,2
2725,,,[],,,,0,2
2726,40,180,[],400000,0,,1,3
2727,,12,[],60000,0,650000,1,4
2728,32,60,[],50000,,500000,1,2
2729,30,48,"['星展', '炫晶御璽卡']",240000,2,600000,0,3
2730,30,24,"['星展', '炫晶御璽卡']",491000,0,1900000,1,2
2731,29,6,"['星展', '炫晶御璽卡']",405000,,800000,0,4
2732,28,17,"['星展', '炫晶御璽卡', '台新']",150000,0,470000,1,2
2733,29,9,"['星展', '炫晶御璽卡']",80000,0,620000,1,4
2734,25,12,"['星展', '炫晶御璽卡', '匯豐', '兆豐', 'e秒刷鈦金卡']",,0,800000,0,2
2735,23,24,"['台新', 'Flygo', '星展', '炫晶御璽卡']",72000,1,400000,1,2
2736,,,['星展'],960000,0,,0,2
2737,35,36,"['星展', '炫晶御璽卡', '渣打']",,0,,1,2
2738,26,24,"['星展', '炫晶御璽卡']",81000,0,380000,1,2
2739,,48,"['星展', '炫晶御璽卡']",,0,470000,1,2
2740,26,12,"['玉山', '星展', '炫晶御璽卡', '中信']",290000,0,920000,1,4
2741,,12,"['星展', '炫晶御璽卡']",,1,500000,0,2
2742,,144,[],,,,1,2
2743,,,[],,,,0,2
2744,,,[],,,,0,2
2745,30,24,"['星展', '炫晶御璽卡']",75000,0,600000,1,2
2746,34,120,"['星展', '炫晶御璽卡']",190000,2,800000,0,3
2747,27,24,"['星展', '炫晶御璽卡']",,0,500000,1,2
2748,29,36,[],,1,,0,2
2749,23,3,"['星展', '炫晶御璽卡']",,0,300000,1,2
2750,28,15,['炫晶御璽卡'],,,500000,1,2
2751,29,9,"['星展', '炫晶御璽卡']",50000,0,450000,0,2
2752,27,24,"['星展', '炫晶御璽卡']",,0,500000,1,2
2753,33,12,[],355000,0,,0,2
2754,38,108,"['星展', '炫晶御璽卡']",280000,0,800000,1,2
2755,,,[],198000,0,,0,2
2756,,,[],,,,0,2
2757,35,72,"['星展', '炫晶御璽卡']",,2,2000000,1,2
2758,32,108,"['星展', '炫晶御璽卡']",150000,3,600000,0,2
2759,27,58,[],,0,600000,1,2
2760,40,120,"['星展', '炫晶御璽卡']",,2,,1,2
2761,24,15,"['星展', '炫晶御璽卡']",,0,400000,1,2
2762,,,[],300000,,4,0,2
2763,31,144,"['星展', '炫晶御璽卡']",,0,500000,0,2
2764,28,24,[],,0,800000,1,3
2765,34,120,"['星展', '炫晶御璽卡']",382000,3,914000,1,1
2766,,,['星展'],,,,0,2
2767,26,0,[],50000,1,,0,2
2768,,36,[],,,,1,2
2769,30,0,"['星展', '炫晶御璽卡']",,2,,1,2
2770,36,108,[],250000,0,,1,2
2771,34,96,[],,0,,1,2
2772,27,52,[],,0,600000,1,2
2773,28,,[],115000,,400000,1,2
2774,31,67,['星展'],,0,3000000,1,4
2775,28,24,[],140000,3,300000,0,2
2776,26,0,[],,0,500000,1,2
2777,26,0,[],,0,500000,1,2
2778,28,24,[],,3,450000,1,2
2779,,,[],,1,,1,2
2780,,,[],,,,0,2
2781,40,144,"['星展', '渣打', '匯豐']",330000,3,820000,0,3
2782,23,4,['星展'],190000,0,1000000,0,2
2783,,60,[],,,670000,1,3
2784,35,108,[],311000,0,1200000,1,2
2785,33,48,['星展'],,,600000,1,2
2786,,108,['星展'],,,200,1,4
2787,,34,[],89000,0,650000,1,2
2788,,,[],57000,,,0,2
2789,25,13,['星展'],169000,0,700000,0,2
2790,26,,[],,0,,0,2
2791,,,[],450000,0,,0,2
2792,36,36,['星展'],50000,0,2000000,1,2
2793,28,36,['星展'],100000,0,500000,0,2
2794,35,84,['星展'],549000,,2000000,1,2
2795,27,24,['星展'],260000,,600000,1,2
2796,28,,['星展'],,3,1000000,1,2
2797,33,96,['星展'],300000,,880000,0,2
2798,24,27,['星展'],120000,1,650000,0,2
2799,41,132,[],1343000,2,3000000,0,4
2800,28,3,['GoGo'],,0,700000,1,3
2801,,,[],,,,0,2
2802,,,[],,,,0,2
2803,,,[],,,,0,2
2804,,,[],,,,0,2
2805,,120,"['國泰', 'KOKO']",60000,3,400000,0,2
2806,27,7,"['台新', 'GoGo']",,0,150000,1,2
2807,25,2,"['台新', 'GoGo', 'GoGo']",30000,0,120000,1,2
2808,22,3,['國泰'],60000,0,120000,0,2
2809,23,,[],,0,,1,3
2810,25,3,"['花旗', '饗樂卡']",60000,0,150000,0,2
2811,25,,"['花旗', '饗樂卡']",350000,0,,1,2
2812,25,,"['中信', 'LINEPay']",20000,0,,0,2
2813,28,8,"['台新', 'GoGo']",20000,0,130000,0,2
2814,28,8,"['台新', 'GoGo']",20000,0,130000,0,2
2815,26,10,[],50000,0,200000,0,2
2816,,3,['一銀'],20000,0,150000,0,2
2817,23,2,"['中信', 'LINEPay', '兆豐', 'e秒刷鈦金卡']",,1,660000,0,2
2818,25,0,"['台新', '花旗', '饗樂卡']",20000,0,120000,0,2
2819,25,10,"['Richart', 'GoGo']",,0,150000,0,2
2820,,,[],350000,,,0,2
2821,26,32,"['中信', 'LINEPay']",150000,1,560000,1,2
2822,24,4,"['中信', 'LINEPay']",50000,3,560000,1,2
2823,,,[],,,,0,2
2824,,,[],,,,0,2
2825,24,9,"['中信', 'LINEPay', '台新', '台新', 'GoGo']",,0,1100000,0,4
2826,,,[],,,,0,2
2827,,,[],,,,0,2
2828,,,[],,,,0,2
2829,,,[],,,,0,2
2830,,,[],,,,0,2
2831,,58,"['元大', '鑽金']",150000,0,500000,0,3
2832,24,24,"['國泰', 'KOKO']",,0,450000,0,4
2833,,,[],,,,0,2
2834,25,0,[],100000,0,700000,1,2
2835,26,21,"['元大', '鑽金']",140000,0,40,0,3
2836,26,1,[],60000,1,500000,0,2
2837,23,9,[],150000,0,360000,1,2
2838,27,6,[],,3,,0,4
2839,25,10,"['台新', 'GoGo']",60000,0,350000,0,2
2840,28,22,[],,0,400000,0,2
2841,25,10,[],80000,0,400000,0,2
2842,26,2,"['元大', '鑽金']",,0,400000,1,2
2843,35,72,[],,0,900000,1,2
2844,,,[],,,,0,2
2845,,,[],,,,0,2
2846,,,[],,,,0,2
2847,,,[],,,,0,2
2848,,,[],,,,0,2
2849,20,,[],,0,320000,0,2
2850,,,[],,,,0,2
2851,,,[],,,0,0,2
2852,25,4,['國泰'],120000,0,700000,0,2
2853,,,[],,,,0,2
2854,26,36,[],,3,,0,2
2855,,,[],,,,0,2
2856,,,[],,,,0,2
2857,,,['新光'],2000000,,800000,0,2
2858,,,[],,,,0,2
2859,,,[],,,,0,2
2860,,,[],,,,0,2
2861,,,[],,,,0,2
2862,27,48,[],,0,900000,0,4
2863,23,1,"['永豐', 'dawho', 'dawho']",100000,0,500000,1,2
2864,23,12,"['永豐', 'dawho']",150000,0,420000,1,3
2865,26,28,"['永豐', 'dawho', 'dawho']",150000,0,500000,1,2
2866,29,10,"['永豐', 'dawho']",,0,280000,0,2
2867,27,3,['永豐'],,2,650000,0,3
2868,25,10,[],200000,0,800000,1,2
2869,32,12,"['兆豐', '統一獅聯名卡', '聯邦']",,0,,1,2
2870,23,12,['永豐'],150000,0,420000,1,3
2871,40,120,['永豐'],200000,0,900000,1,3
2872,27,,[],150000,0,,0,2
2873,41,48,[],,0,400000,1,2
2874,24,2,['dawho'],100000,0,400000,0,2
2875,34,48,['永豐'],,0,600000,1,2
2876,37,6,['永豐'],,,360000,0,2
2877,37,6,['永豐'],,,360000,0,2
2878,37,6,['永豐'],,,360000,0,2
2879,25,,[],300000,0,,1,4
2880,32,72,['永豐'],150000,0,,1,4
2881,,,[],,,,0,2
2882,28,36,[],,0,900000,1,2
2883,30,5,[],,0,550000,1,2
2884,23,18,"['永豐', '華南', '國泰', '匯豐']",,0,,1,2
2885,24,18,"['永豐', 'dawho', '現金回饋御璽卡']",,0,400000,0,2
2886,31,72,"['dawho', 'dawho']",180000,,700000,0,2
2887,25,,"['永豐', 'dawho']",20000,0,250000,0,1
2888,23,6,"['永豐', 'dawho']",,0,400000,1,2
2889,,12,"['永豐', 'dawho', 'dawho']",,,900000,1,2
2890,22,12,"['永豐', 'dawho', '台新', 'GoGo']",,0,420000,1,1
2891,,,"['永豐', 'dawho']",150000,0,410000,1,4
2892,35,13,"['永豐', 'dawho', 'dawho', '玉山', 'Ubear']",,0,500000,0,3
2893,,132,['dawho'],80000,,600000,1,2
2894,24,3,[],100000,0,530000,1,2
2895,22,12,[],,0,400000,1,2
2896,37,6,"['永豐', 'dawho']",200000,0,830000,0,2
2897,29,53,"['永豐', 'dawho']",110000,0,100,0,2
2898,32,,[],500000,,,0,2
2899,28,69,[],,0,600000,1,2
2900,27,34,"['永豐', 'dawho']",,0,,1,2
2901,,,[],280000,,700000,0,2
2902,30,36,[],180000,0,700000,1,3
