,age,serveTime,credLimit,Loan,SalPerY,holdCard,Career
3073,39,72,200000,0,500000,1,3
417,30,36,180000,0,500000,1,2
2285,35,,180000,0,500000,1,2
2489,29,48,180000,,500000,0,2
2547,26,21,180000,0,500000,1,2
252,,36,170000,0,500000,0,2
2308,31,12,170000,3,500000,0,2
316,26,15,160000,0,500000,1,2
544,29,36,160000,0,500000,1,2
35,25,10,150000,0,500000,0,2
268,,2,150000,,500000,1,1
903,28,36,150000,1,500000,1,3
1098,22,2,150000,0,500000,0,2
1292,32,84,150000,3,500000,1,2
1300,26,16,150000,0,500000,1,2
1301,,60,150000,0,500000,1,2
1734,25,12,150000,0,500000,0,2
1786,24,2,150000,0,500000,0,3
2146,,58,150000,0,500000,0,3
2165,26,28,150000,0,500000,1,2
2263,25,12,150000,1,500000,1,2
3128,27,36,150000,3,500000,0,2
3170,24,16,150000,1,500000,1,2
114,24,24,140000,0,500000,1,2
377,27,10,140000,,500000,1,2
1456,,24,140000,0,500000,1,2
1646,26,12,140000,1,500000,0,2
1796,24,1,140000,1,500000,0,2
2963,27,13,134000,0,500000,1,3
2737,,3,133000,3,500000,0,2
3019,26,0,132000,1,500000,0,3
44,23,12,130000,,500000,0,4
1768,24,3,130000,0,500000,0,2
312,22,9,125000,0,500000,1,2
3024,25,0,122000,0,500000,1,2
34,24,4,120000,0,500000,0,2
165,,48,120000,,500000,1,2
264,30,12,120000,0,500000,0,2
277,25,12,120000,0,500000,1,2
510,31,27,120000,0,500000,0,2
767,21,3,120000,0,500000,1,3
878,24,1,120000,3,500000,1,2
1628,23,1,120000,1,500000,1,2
2338,25,12,120000,0,500000,1,2
2388,26,22,120000,0,500000,1,2
2399,,48,120000,0,500000,1,3
2584,27,36,120000,,500000,0,2
2610,25,2,120000,0,500000,1,2
2761,33,60,120000,0,500000,0,2
3496,25,,120000,0,500000,0,2
1332,22,10,110000,0,500000,1,2
2607,29,24,109000,,500000,0,2
18,26,4,100000,,500000,0,2
236,29,2,100000,0,500000,0,2
726,31,9,100000,0,500000,0,2
1171,,7,100000,1,500000,0,2
1715,28,23,100000,0,500000,0,2
1965,33,,100000,0,500000,0,2
2121,28,36,100000,0,500000,0,2
2163,23,1,100000,0,500000,1,2
2264,28,60,100000,1,500000,1,2
2516,25,10,100000,,500000,0,2
2767,24,12,100000,0,500000,0,2
3055,22,24,100000,,500000,1,2
3129,25,29,100000,0,500000,1,2
877,25,9,90000,0,500000,1,2
2372,27,3,90000,1,500000,1,2
202,,7,80000,1,500000,0,2
1084,31,48,80000,0,500000,0,3
1635,35,36,80000,1,500000,0,3
1794,26,7,80000,0,500000,0,2
2400,27,24,80000,0,500000,1,2
2707,25,2,80000,0,500000,0,2
2862,28,24,80000,,500000,0,2
967,28,48,70000,1,500000,1,2
2440,25,1,70000,,500000,0,4
2617,29,2,70000,,500000,0,2
95,25,12,60000,0,500000,0,2
109,23,2,60000,0,500000,1,2
737,27,4,60000,0,500000,0,4
759,27,24,60000,,500000,0,2
939,27,11,60000,0,500000,0,2
1116,29,48,60000,1,500000,1,2
1266,,6,60000,,500000,0,2
1630,24,2,60000,0,500000,0,1
1847,23,1,60000,,500000,0,2
2150,26,1,60000,1,500000,0,2
3000,23,1,60000,,500000,0,2
3001,23,1,60000,,500000,0,2
3018,26,4,60000,,500000,0,2
3417,20,,60000,0,500000,0,2
1678,25,48,55000,0,500000,0,2
251,,38,50000,0,500000,1,3
594,28,12,50000,1,500000,1,3
828,23,1,50000,,500000,0,2
1041,,36,50000,0,500000,1,2
1056,27,,50000,2,500000,0,2
1141,23,8,50000,1,500000,0,2
1250,23,3,50000,1,500000,0,2
1759,30,8,50000,0,500000,0,2
1806,27,1,50000,0,500000,0,2
1835,31,,50000,,500000,1,2
1896,23,7,50000,0,500000,0,2
2070,32,60,50000,,500000,1,2
2238,29,12,50000,,500000,0,2
2330,25,0,50000,0,500000,1,2
2809,29,24,50000,1,500000,0,2
3231,24,0,50000,,500000,0,2
3250,26,24,50000,1,500000,0,2
3275,31,36,50000,0,500000,0,2
1719,22,4,30000,0,500000,0,2
1775,24,11,30000,1,500000,0,2
3120,25,12,30000,0,500000,1,2
3121,25,12,30000,0,500000,1,2
3240,31,60,30000,0,500000,1,2
485,35,8,20000,0,500000,1,3
3194,25,0,20000,0,500000,0,1
637,27,57,20000,0,500000,1,2
1620,20,,20000,0,500000,0,1
3031,25,,20000,1,500000,0,2
2596,30,48,10000,,500000,0,2
2276,,,350000,0,510000,1,2
63,25,2,150000,,510000,0,2
2660,28,24,100000,,510000,0,2
1467,25,6,50000,,510000,0,2
2717,26,12,180000,,512000,1,2
755,34,60,140000,0,513000,0,4
140,27,27,200000,0,520000,0,2
1442,23,,145000,0,520000,0,2
1425,23,2,60000,,520000,0,2
1426,23,2,60000,,520000,0,2
478,25,5,100000,1,530000,0,2
2193,24,3,100000,0,530000,1,2
502,26,21,80000,0,530000,1,3
524,25,4,60000,0,530000,0,2
2876,29,12,60000,1,530000,0,2
2432,24,6,200000,2,540000,1,2
2476,24,49,200000,0,540000,1,2
327,33,28,155000,1,540000,0,2
3097,23,48,150000,0,540000,1,2
738,22,12,110000,1,540000,0,2
703,24,1,80000,0,540000,0,2
2743,25,10,80000,,540000,0,2
566,23,12,50000,0,540000,1,2
1235,26,0,50000,0,540000,1,2
3053,25,8,50000,,540000,0,2
3163,40,120,400000,,550000,1,3
2950,27,2,371000,0,550000,1,2
2697,39,180,350000,2,550000,0,2
2637,27,72,300000,0,550000,0,2
427,24,1,240000,0,550000,0,2
3218,41,120,230000,,550000,1,3
968,28,48,210000,0,550000,1,3
2796,31,60,210000,,550000,0,2
3161,34,72,202000,3,550000,0,2
970,37,120,200000,0,550000,1,2
2210,27,39,200000,0,550000,0,2
1925,23,3,185000,1,550000,0,3
587,34,67,182000,0,550000,0,2
1251,26,60,160000,0,550000,0,2
1866,24,2,150000,,550000,0,2
3156,33,27,150000,1,550000,1,2
3175,40,120,150000,,550000,1,3
3284,28,48,150000,,550000,1,2
1396,,24,140000,,550000,1,2
1877,25,4,140000,0,550000,0,2
333,26,22,135000,0,550000,0,2
435,35,12,120000,0,550000,0,2
1491,27,12,120000,0,550000,1,2
2426,24,24,120000,,550000,0,2
148,25,12,100000,0,550000,0,2
452,25,12,100000,0,550000,0,2
913,35,12,100000,0,550000,0,2
1402,27,9,100000,0,550000,1,2
2328,29,,100000,0,550000,1,2
2398,,48,100000,0,550000,1,2
2517,23,10,100000,,550000,1,2
3338,23,,100000,,550000,0,2
513,27,22,80000,0,550000,0,2
1666,25,1,80000,1,550000,1,2
2676,23,1,80000,0,550000,0,2
3292,34,36,80000,3,550000,0,2
2043,26,3,70000,0,550000,1,2
2326,35,12,70000,0,550000,0,2
2412,28,12,65000,0,550000,1,2
22,22,7,60000,,550000,1,2
1115,,72,60000,0,550000,1,2
1717,32,120,60000,0,550000,0,2
3066,,12,60000,0,550000,1,2
181,27,21,50000,3,550000,1,2
1493,31,60,50000,0,550000,0,2
1495,27,24,50000,3,550000,1,2
1848,22,1,50000,,550000,0,2
2038,23,1,50000,0,550000,0,2
2358,25,4,50000,0,550000,0,2
2433,22,,30000,,550000,0,2
2722,35,24,30000,0,550000,0,2
578,24,24,20000,0,550000,0,4
987,23,6,20000,0,550000,1,3
1542,22,36,20000,0,550000,1,1
2446,28,47,300000,,560000,0,4
2867,30,45,200000,0,560000,1,2
2143,26,32,150000,1,560000,1,2
2393,,14,150000,3,560000,0,2
2824,25,12,120000,0,560000,1,2
3094,24,25,60000,0,560000,1,2
2144,24,4,50000,3,560000,1,2
3220,30,12,50000,0,560000,1,2
332,,108,245000,,570000,1,2
2066,27,52,80000,,570000,1,2
2586,,120,350000,,580000,1,2
965,33,91,240000,2,580000,1,2
698,30,53,80000,0,580000,1,2
551,29,14,2410000,0,600000,1,2
1449,28,24,1500000,3,600000,0,3
2532,33,48,700000,,600000,1,2
2842,30,6,660000,0,600000,1,2
422,,96,430000,,600000,1,2
144,,60,315000,0,600000,0,2
1297,38,156,300000,0,600000,1,2
1441,25,24,300000,0,600000,1,2
2041,25,8,300000,0,600000,1,3
2608,29,7,300000,,600000,0,2
2638,30,40,300000,,600000,0,2
2005,38,168,260000,0,600000,1,2
2123,27,24,260000,,600000,1,2
482,27,34,255000,,600000,0,2
935,,3,250000,0,600000,0,4
2689,31,22,250000,0,600000,1,3
1192,31,24,240000,0,600000,1,2
2071,30,48,240000,2,600000,0,3
243,30,24,230000,0,600000,1,2
244,30,24,230000,0,600000,1,2
371,26,24,230000,0,600000,1,2
389,30,24,230000,0,600000,1,2
1078,33,56,230000,0,600000,1,2
1770,27,4,230000,0,600000,0,2
885,27,2,220000,,600000,1,3
2249,26,2,210000,0,600000,0,2
326,24,13,205000,0,600000,0,2
523,,22,205000,0,600000,1,2
73,,24,200000,0,600000,1,2
330,33,132,200000,2,600000,1,4
789,32,84,200000,0,600000,1,2
860,26,12,200000,0,600000,1,2
948,33,4,200000,1,600000,0,2
953,28,7,200000,0,600000,0,2
1003,27,51,200000,0,600000,1,2
1313,,24,200000,0,600000,1,2
1314,34,84,200000,0,600000,0,2
1953,24,2,200000,0,600000,0,4
2229,36,60,200000,0,600000,1,3
3091,34,132,200000,3,600000,0,2
3173,,204,200000,2,600000,1,2
3011,27,3,183000,0,600000,1,3
684,25,12,180000,3,600000,0,3
2022,31,48,180000,0,600000,0,2
2466,28,24,180000,0,600000,0,2
2539,24,27,180000,0,600000,0,2
2969,25,36,179000,,600000,0,3
3208,25,2,177000,0,600000,0,3
98,,72,170000,0,600000,1,2
336,,36,170000,3,600000,0,2
216,27,,165000,0,600000,1,3
577,28,15,165000,0,600000,0,3
1284,27,5,165000,0,600000,0,3
176,,33,160000,1,600000,1,2
1027,29,3,160000,0,600000,1,2
2579,28,22,160000,,600000,0,2
3026,35,48,159000,0,600000,1,3
2095,32,108,150000,3,600000,0,2
156,27,36,150000,,600000,0,4
320,30,72,150000,0,600000,0,3
515,32,12,150000,0,600000,1,3
554,25,10,150000,0,600000,1,2
569,25,35,150000,,600000,1,4
721,24,14,150000,1,600000,0,2
973,33,60,150000,0,600000,0,2
1062,23,24,150000,0,600000,0,2
1669,28,24,150000,1,600000,1,2
1755,28,9,150000,0,600000,0,2
1836,25,12,150000,3,600000,0,3
2235,29,24,150000,3,600000,0,2
2355,29,82,150000,2,600000,1,2
2597,30,10,150000,,600000,0,2
2652,32,12,150000,0,600000,1,2
2659,33,7,150000,,600000,0,2
3181,32,36,150000,0,600000,1,2
1959,,10,145000,0,600000,0,2
1283,27,19,143000,0,600000,1,4
2391,,36,140000,,600000,0,3
2902,34,72,140000,,600000,1,2
3085,35,104,140000,0,600000,1,2
1080,,60,130000,0,600000,0,2
1110,22,2,130000,,600000,1,2
2682,,96,130000,,600000,1,2
2794,32,3,130000,0,600000,1,2
3225,35,82,130000,0,600000,1,3
444,23,36,125000,,600000,0,2
49,27,72,120000,1,600000,1,4
1111,,12,120000,1,600000,1,3
1430,23,12,120000,,600000,0,2
2451,29,,120000,,600000,1,2
3061,27,48,120000,0,600000,1,2
3165,34,156,120000,0,600000,0,3
3196,35,,120000,0,600000,0,2
3502,22,,120000,,600000,0,2
1808,29,3,110000,,600000,0,3
2591,30,40,110000,,600000,1,2
183,24,24,100000,0,600000,1,3
711,24,4,100000,0,600000,0,2
1081,30,84,100000,2,600000,1,2
1222,27,6,100000,3,600000,0,2
1488,26,3,100000,,600000,0,4
1721,,2,100000,0,600000,0,2
1985,25,16,100000,0,600000,0,3
2296,28,60,100000,0,600000,1,2
2530,32,36,100000,1,600000,1,2
2611,27,5,100000,,600000,0,2
2655,,5,100000,1,600000,0,2
2757,28,67,100000,0,600000,1,2
2897,39,60,100000,0,600000,1,2
1021,27,36,90000,3,600000,1,2
2333,28,26,88000,0,600000,1,2
135,29,8,80000,0,600000,1,4
532,25,11,80000,0,600000,1,2
614,28,19,80000,1,600000,1,2
728,27,40,80000,0,600000,1,2
944,24,26,80000,0,600000,1,2
1083,30,24,80000,0,600000,0,2
1347,32,36,80000,,600000,1,2
1353,24,26,80000,,600000,0,2
1413,25,24,80000,,600000,0,2
1720,23,2,80000,0,600000,0,2
2192,,132,80000,,600000,1,2
3164,28,36,80000,3,600000,1,2
3243,28,5,80000,0,600000,0,2
2084,30,24,75000,0,600000,1,2
3277,22,5,72000,0,600000,0,2
407,22,7,70000,0,600000,0,3
1685,26,,70000,0,600000,1,2
1946,37,31,70000,2,600000,0,2
2921,33,120,70000,3,600000,0,2
127,26,,60000,0,600000,1,2
159,23,48,60000,0,600000,0,2
1380,23,2,60000,0,600000,0,2
1837,26,4,60000,0,600000,0,2
1898,27,3,60000,1,600000,0,2
3038,26,,60000,0,600000,1,2
3226,36,96,60000,0,600000,0,2
3227,36,96,60000,0,600000,0,2
3332,,,60000,0,600000,0,1
3500,23,,60000,0,600000,0,2
511,26,24,50000,1,600000,1,2
549,22,4,50000,0,600000,1,4
899,27,12,50000,0,600000,0,2
912,23,9,50000,1,600000,0,2
962,22,6,50000,0,600000,0,2
1742,,0,50000,0,600000,0,2
1983,32,60,50000,0,600000,0,2
3229,36,72,50000,0,600000,1,2
231,26,12,30000,0,600000,1,2
1372,22,24,30000,0,600000,0,2
2430,34,24,30000,0,600000,0,2
51,25,12,20000,3,600000,0,2
418,22,,20000,0,600000,0,2
419,22,,20000,0,600000,0,2
1385,22,0,20000,3,600000,1,3
1844,24,1,20000,,600000,0,2
2415,28,36,20000,1,600000,0,2
2789,22,10,20000,3,600000,1,3
3244,25,24,20000,3,600000,1,2
1237,31,72,300000,0,620000,1,3
2297,37,117,130000,0,620000,1,3
624,37,117,120000,0,620000,1,3
2075,29,9,80000,0,620000,1,4
66,22,2,184000,0,630000,0,2
367,31,36,180000,1,630000,1,2
586,28,,100000,0,630000,0,4
2992,22,1500,40000,0,630000,1,2
1179,28,24,210000,0,640000,1,2
1677,33,56,100000,,640000,0,2
2279,34,36,340000,0,650000,1,2
1024,30,24,300000,0,650000,0,2
1705,27,36,300000,0,650000,0,2
1075,,12,280000,3,650000,1,2
1019,26,36,260000,0,650000,0,2
2533,34,,250000,0,650000,1,2
76,25,24,248000,0,650000,1,2
1037,32,36,240000,0,650000,0,3
2204,23,24,220000,0,650000,1,2
837,25,26,200000,0,650000,1,2
1014,28,48,200000,0,650000,1,2
3279,34,72,200000,0,650000,1,2
2947,26,24,199000,,650000,1,2
1671,31,93,180000,0,650000,1,2
1338,24,0,170000,0,650000,1,2
3369,23,,170000,0,650000,1,2
133,33,130,160000,3,650000,1,3
1303,,36,160000,0,650000,0,2
579,31,24,150000,0,650000,0,2
1050,23,7,150000,0,650000,0,2
2854,22,24,150000,0,650000,0,3
2321,,12,140000,3,650000,1,2
2126,24,27,120000,,650000,0,2
897,24,4,100000,0,650000,0,2
1736,25,2,100000,0,650000,0,2
1887,23,2,100000,0,650000,0,2
2357,,60,100000,1,650000,1,4
2118,,34,89000,0,650000,1,2
50,21,12,80000,,650000,0,3
761,26,36,70000,0,650000,1,2
1814,26,3,60000,1,650000,0,2
2069,,12,60000,0,650000,1,4
2570,23,2,30000,0,650000,0,2
891,30,60,230000,0,660000,1,2
1389,38,36,200000,0,670000,0,2
1478,32,12,50000,3,670000,0,2
1035,35,120,280000,0,680000,1,2
2838,28,7,200000,,680000,1,2
3291,24,24,100000,0,680000,1,3
805,38,96,300000,0,700000,0,2
3109,33,95,300000,0,700000,1,2
3503,23,,300000,0,700000,0,2
2354,36,72,290000,,700000,0,2
2581,35,108,280000,,700000,0,3
1174,27,60,270000,,700000,0,2
1437,27,27,270000,0,700000,1,2
2447,28,24,260000,,700000,0,2
374,24,6,250000,0,700000,0,2
408,30,48,250000,0,700000,0,2
782,25,36,200000,0,700000,0,3
983,25,24,200000,,700000,0,3
1028,,3,200000,0,700000,1,2
1038,31,,200000,0,700000,1,2
1325,28,72,200000,3,700000,1,3
2256,30,96,200000,,700000,1,4
3371,25,,200000,,700000,0,2
2849,36,120,190000,3,700000,0,2
995,29,2,180000,0,700000,1,3
2185,31,72,180000,,700000,0,2
2199,30,36,180000,0,700000,1,3
2213,30,,180000,2,700000,1,4
2565,30,96,180000,0,700000,1,4
2958,24,3,176000,0,700000,0,2
2410,30,6,170000,0,700000,1,3
3355,25,,170000,3,700000,0,2
2119,25,13,169000,0,700000,0,2
122,28,24,160000,0,700000,1,4
2745,,2,160000,0,700000,0,2
538,26,24,150000,0,700000,0,2
625,30,,150000,2,700000,1,4
743,28,48,150000,0,700000,1,2
1622,24,,150000,0,700000,1,1
1688,27,9,150000,,700000,0,2
1779,24,10,150000,1,700000,0,2
1905,25,5,150000,0,700000,0,2
2275,,24,150000,0,700000,1,2
2373,25,8,150000,,700000,0,4
2376,,12,150000,0,700000,0,2
2616,27,8,150000,,700000,0,2
2861,35,84,150000,,700000,1,2
2918,30,24,145000,1,700000,0,2
3014,23,0,145000,0,700000,1,2
2928,31,84,144000,1,700000,0,3
994,29,30,140000,0,700000,0,4
2329,,36,140000,0,700000,1,3
2974,31,48,140000,0,700000,1,2
2746,25,,131000,0,700000,0,2
2450,25,1,130000,,700000,0,2
401,24,4,125000,1,700000,0,2
656,32,120,120000,0,700000,0,2
1193,28,46,120000,0,700000,1,2
1232,29,48,120000,0,700000,0,2
2159,25,4,120000,0,700000,0,2
1076,28,,100000,1,700000,1,2
1181,30,72,100000,0,700000,1,2
1359,28,29,100000,1,700000,0,2
2148,25,0,100000,0,700000,1,2
2870,34,,100000,0,700000,1,3
2987,38,64,100000,0,700000,1,2
3325,25,1,100000,1,700000,0,2
446,25,4,80000,1,700000,1,2
717,31,48,80000,0,700000,1,2
1273,,,80000,,700000,1,2
3334,24,7,80000,0,700000,1,2
1097,23,1,70000,0,700000,0,4
1489,25,0,70000,0,700000,0,2
1490,25,0,70000,0,700000,0,2
1716,24,1,70000,1,700000,0,2
295,32,114,60000,0,700000,1,2
2024,,12,60000,0,700000,0,2
3245,28,15,60000,0,700000,1,4
746,29,,50000,0,700000,1,4
1423,24,6,50000,,700000,0,2
1777,25,3,50000,0,700000,1,2
1895,27,0,50000,1,700000,0,2
1961,21,27,50000,0,700000,0,2
2374,30,57,50000,0,700000,1,2
2732,25,,40000,0,700000,1,2
1140,25,3,30000,1,700000,0,4
1704,25,36,30000,,700000,1,2
2487,26,17,30000,,700000,0,2
729,25,24,20000,1,700000,1,2
2920,25,24,20000,1,700000,1,2
3396,25,,400000,0,720000,1,2
262,32,0,330000,0,720000,1,2
386,30,16,270000,0,720000,1,3
3309,25,,150000,0,720000,1,2
2573,26,13,120000,,720000,0,4
2857,33,120,300000,,730000,0,2
2299,,108,180000,2,730000,1,3
2923,33,120,153000,0,730000,1,2
975,27,,310000,0,750000,1,2
537,29,65,200000,0,750000,1,3
1048,24,4,160000,0,750000,1,4
2473,39,144,160000,2,750000,1,2
138,30,5,150000,1,750000,1,3
2673,30,4,150000,1,750000,0,3
547,,24,130000,0,750000,1,2
2787,30,6,120000,0,750000,1,3
459,27,,110000,0,750000,0,2
2314,25,4,110000,1,750000,1,2
794,25,2,100000,0,750000,1,4
895,35,96,100000,0,750000,1,4
1455,,12,100000,0,750000,1,2
2953,28,36,100000,0,750000,1,4
3116,27,60,100000,0,750000,0,2
573,27,3,80000,0,750000,0,2
1931,22,1,80000,,750000,0,2
2623,23,0,80000,0,750000,0,1
2734,25,3,80000,,750000,0,2
556,27,24,60000,0,750000,0,2
1106,25,1,60000,,750000,0,2
989,34,44,50000,3,750000,1,3
2524,34,42,50000,3,750000,1,3
3021,25,4,40000,1,750000,0,2
118,31,7,110000,1,760000,0,2
479,31,10,210000,1,770000,0,2
1686,32,12,150000,1,770000,0,2
282,29,36,120000,3,770000,1,2
1079,34,11,100000,0,770000,1,2
2946,,24,339000,0,780000,0,2
1726,23,2,200000,0,780000,1,2
2367,35,112,200000,0,780000,1,2
2161,,,2000000,,800000,0,2
2073,29,6,405000,,800000,0,4
2490,,120,400000,,800000,0,2
2839,32,48,360000,0,800000,0,2
1134,,240,350000,,800000,0,3
1216,29,12,350000,0,800000,0,3
1451,31,24,350000,3,800000,0,3
3083,29,15,350000,3,800000,0,3
1373,34,120,320000,,800000,0,3
1391,32,24,320000,0,800000,0,3
1161,29,63,300000,0,800000,1,2
2269,25,12,300000,0,800000,0,2
2636,35,,300000,,800000,0,2
1781,25,2,285000,0,800000,0,2
732,29,60,280000,3,800000,1,2
2093,38,108,280000,0,800000,1,2
961,30,84,270000,0,800000,1,3
883,28,36,260000,0,800000,1,2
2411,25,2,260000,0,800000,1,2
964,29,24,250000,,800000,1,2
850,30,76,230000,0,800000,0,3
1010,35,120,220000,2,800000,0,3
1011,34,5,215000,2,800000,1,2
225,26,12,215000,0,800000,0,2
17,31,60,210000,0,800000,1,2
949,,13,210000,0,800000,0,2
187,27,36,200000,1,800000,1,2
400,25,6,200000,0,800000,1,2
1167,32,84,200000,0,800000,0,2
2168,25,10,200000,0,800000,1,2
2294,,5,200000,0,800000,1,2
2666,32,7,200000,,800000,0,3
2671,26,11,200000,0,800000,0,2
2085,34,120,190000,2,800000,0,3
1371,30,12,180000,0,800000,0,2
2782,32,84,180000,0,800000,0,2
3222,35,96,180000,0,800000,0,2
976,29,6,167000,0,800000,1,2
766,,4,160000,0,800000,1,2
902,36,48,160000,1,800000,1,2
1857,26,3,160000,0,800000,0,2
2927,22,12,158000,0,800000,0,3
474,,6,155000,0,800000,1,2
612,28,24,150000,0,800000,1,2
662,25,1,150000,1,800000,0,2
1138,26,12,150000,0,800000,1,2
1366,30,36,150000,3,800000,1,2
1782,29,36,150000,1,800000,0,2
2678,29,12,150000,1,800000,0,2
3063,34,22,150000,,800000,1,2
3252,32,96,150000,0,800000,1,2
639,25,,130000,0,800000,1,2
3280,26,36,130000,0,800000,0,2
531,26,12,120000,0,800000,0,2
951,,6,120000,0,800000,1,2
2589,28,2,120000,,800000,1,2
60,26,2,100000,0,800000,1,2
195,,6,100000,0,800000,1,2
604,26,0,100000,1,800000,1,2
1197,22,13,100000,0,800000,1,2
2843,26,0,100000,0,800000,0,2
3074,26,24,100000,0,800000,0,2
1127,32,96,90000,0,800000,1,2
1395,,6,90000,0,800000,1,2
1739,26,1,80000,1,800000,0,2
1996,23,48,80000,0,800000,0,2
2656,27,2,80000,,800000,0,2
509,24,5,60000,1,800000,1,2
1670,29,60,60000,2,800000,1,2
2742,25,,60000,1,800000,1,2
2938,26,16,60000,0,800000,1,2
1881,29,72,50000,0,800000,0,2
339,21,12,20000,0,800000,0,1
822,29,36,260000,0,810000,0,2
2113,40,144,330000,3,820000,0,3
2375,34,108,150000,2,820000,1,3
2195,37,6,200000,0,830000,0,2
1852,,0,228000,0,840000,0,4
3368,23,,480000,0,850000,1,2
2230,35,2,350000,,850000,0,4
3375,,3,350000,0,850000,0,2
950,,33,270000,0,850000,1,2
2339,,96,170000,0,850000,1,2
1133,33,84,150000,2,850000,1,2
1869,26,0,150000,0,850000,1,2
2766,27,,150000,0,850000,1,2
1849,20,4,50000,,850000,0,2
1750,22,3,100000,0,860000,0,2
1105,23,12,80000,0,860000,1,2
2125,33,96,300000,,880000,0,2
2594,34,144,450000,0,900000,1,2
2684,,96,400000,0,900000,1,2
2748,25,13,280000,0,900000,1,2
25,25,12,250000,0,900000,0,2
2067,,12,250000,1,900000,1,2
2248,36,108,250000,,900000,0,2
2031,31,108,220000,,900000,1,2
2260,24,24,210000,0,900000,1,2
763,32,84,200000,0,900000,1,2
2171,40,120,200000,0,900000,1,3
2401,37,57,200000,0,900000,1,2
2580,36,108,190000,,900000,0,3
2543,31,36,180000,3,900000,0,2
209,26,0,150000,0,900000,1,2
3180,26,11,140000,0,900000,1,2
663,25,1,130000,1,900000,0,2
1804,27,2,100000,0,900000,0,2
2209,29,,100000,,900000,1,2
1932,27,1,60000,0,900000,0,2
2739,25,3,60000,,900000,0,2
2753,27,1,50000,0,900000,1,2
890,24,39,250000,0,910000,1,3
2747,,3,125000,0,910000,0,2
2101,34,120,382000,3,914000,1,1
2082,26,12,290000,0,920000,1,4
2788,25,12,200000,0,920000,1,4
2448,22,0,20000,0,930000,0,1
2846,30,84,390000,1,950000,0,2
1126,22,13,280000,0,950000,0,3
194,32,7,200000,2,950000,1,2
239,28,12,200000,0,950000,0,2
240,28,12,200000,0,950000,0,2
2303,32,72,200000,0,950000,0,2
3247,23,24,100000,3,950000,0,3
664,25,2,50000,0,950000,1,2
3148,26,2,307000,0,960000,1,4
2686,26,12,300000,,960000,1,2
534,30,4,50000,0,960000,0,2
1203,33,120,160000,0,997000,1,3
2491,36,1,600000,,1000000,0,2
2064,29,60,519000,3,1000000,0,2
1269,31,72,420000,0,1000000,0,2
26,29,48,390000,0,1000000,0,4
1401,32,84,370000,0,1000000,1,2
1481,33,60,350000,,1000000,1,2
2836,34,10,330000,,1000000,0,2
290,32,36,300000,3,1000000,0,2
2582,34,10,300000,,1000000,0,2
500,30,60,250000,0,1000000,0,2
978,,84,250000,,1000000,0,2
2232,31,36,230000,0,1000000,1,2
2200,35,180,220000,3,1000000,1,3
289,24,0,200000,0,1000000,0,2
760,26,9,200000,0,1000000,1,4
2736,26,1,200000,0,1000000,1,2
2755,42,12,200000,2,1000000,1,2
2114,23,4,190000,0,1000000,0,2
1107,39,120,180000,0,1000000,1,2
1986,,84,180000,,1000000,0,2
3086,26,12,180000,1,1000000,1,2
3087,26,12,180000,1,1000000,1,2
1249,,12,160000,,1000000,1,2
3143,30,60,160000,,1000000,0,2
235,,6,150000,0,1000000,0,2
718,,53,150000,3,1000000,0,2
778,24,1,150000,1,1000000,0,2
1164,27,4,150000,1,1000000,1,2
1928,25,36,150000,,1000000,0,3
2438,35,,150000,,1000000,0,2
2481,28,,150000,0,1000000,1,2
2618,25,2,150000,,1000000,0,2
48,28,24,130000,,1000000,0,2
2196,29,53,110000,0,1000000,0,2
3179,25,0,110000,,1000000,0,2
2220,24,4,100000,,1000000,0,2
2403,39,96,100000,,1000000,0,2
3096,26,12,100000,0,1000000,1,2
1494,27,24,50000,0,1000000,0,3
2888,32,36,150000,0,1050000,1,2
2429,33,84,500000,0,1100000,1,2
438,38,24,450000,,1100000,1,2
3008,32,84,281000,0,1100000,1,2
170,27,36,200000,,1100000,0,2
1166,35,26,200000,0,1100000,0,2
1453,28,48,200000,1,1100000,1,2
2497,25,,200000,0,1100000,1,2
2592,28,3,200000,,1100000,0,2
2344,27,36,130000,1,1100000,1,2
2980,26,,266000,0,1170000,1,2
2633,33,72,600000,0,1200000,1,2
2558,33,108,500000,2,1200000,1,2
433,32,108,480000,2,1200000,0,2
483,46,144,450000,0,1200000,1,2
2936,33,,360000,0,1200000,1,3
440,27,0,335000,3,1200000,1,2
2115,35,108,311000,0,1200000,1,2
702,,36,310000,,1200000,1,2
1446,28,48,300000,3,1200000,0,2
775,35,36,280000,3,1200000,1,2
2353,32,,260000,0,1200000,1,2
3003,25,19,220000,0,1200000,1,2
189,,48,200000,,1200000,1,2
1424,27,12,200000,,1200000,0,2
1902,25,,200000,0,1200000,0,4
1277,37,36,150000,3,1200000,0,2
278,31,56,120000,3,1200000,1,4
104,26,,100000,,1200000,1,4
2228,,2,100000,0,1200000,1,2
695,32,48,70000,,1200000,1,2
1665,23,36,60000,0,1200000,1,2
2503,29,36,30000,,1200000,0,2
93,36,,16000,0,1200000,1,2
2008,31,18,500000,0,1250000,1,4
82,29,24,1000000,,1300000,1,2
2471,29,41,500000,,1300000,1,2
99,39,24,450000,3,1300000,0,2
27,28,6,400000,0,1300000,0,4
193,40,,150000,0,1300000,1,2
168,39,,120000,0,1300000,1,2
1169,37,144,300000,0,1340000,1,2
753,28,4,300000,0,1350000,1,2
2640,29,84,500000,,1400000,0,3
